,tconst,averageRating,numVotes,originalTitle,startYear,runtimeMinutes,title,language,backdrop_path,budget,tmdb_id,overview,popularity,poster_path,production_countries,url_imdb,teaser_link,Keywords,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Science Fiction,Sport,TV Movie,Thriller,War,Western
0,tt0041117,0.1428571428571428,864,Ambush,0.0,0.0,Embuscade,0,https://image.tmdb.org/t/p/original/lSE957xunNt6abxzBq9nWfYF6Mu.jpg,0.0,151310,A Westerner searches for a white woman held by the Apaches.,0.022232529375386518,https://image.tmdb.org/t/p/original/cmmfwAJH1AxV6moF8cqJPdgFfMI.jpg,['US'],https://www.imdb.com/title/tt0041117,Bande-annonce non trouvée,['apache nation'],0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,1.0
1,tt0041181,0.1071428571428572,951,Black Hand,0.0,0.033333333333333215,Black Hand,1,https://image.tmdb.org/t/p/original/3zx2FYZCc8IZaqyXnS4AicysNgx.jpg,0.0,41552,"In turn-of-the-century New York, an Italian seeks vengeance on the mobsters who killed his father.",0.010348381776953203,https://image.tmdb.org/t/p/original/6WfHXzS2CpXT3DRAwEkDnw7aJIj.jpg,['US'],https://www.imdb.com/title/tt0041181,Bande-annonce non trouvée,"['immigrant', 'italian stereotype']",0,0,0,0,0,1,0.0,1,0,0,1,0,0,0,0.0,0,0.0,0,0,0,0,1.0,0,0.0
2,tt0041387,0.1071428571428572,1455,Francis,0.0,0.016666666666666607,"Francis, le mulet qui parle",0,https://image.tmdb.org/t/p/original/aZ8WT3iNZU3bFZruJ1WMiKJ2Ekn.jpg,0.0,43387,"The truthful soldier Stirling didn't know how to lie about his source of information, the talking army Mule, Francis, so he was treated as a lunatic and led to one after another hilarious situations, where the mule was the only one that appeared in his right mind. In the process of all this, the mule assisted in uncovering a spy, Mareen, who pretended to be lost among the jungles, but was actually...",0.04738198309626881,https://image.tmdb.org/t/p/original/bKjJYQzIVrMKjehGq8xKrEWNebq.jpg,['US'],https://www.imdb.com/title/tt0041387,Bande-annonce non trouvée,"['based on novel or book', 'horse', 'sergeant', 'mule', 'psychotronic film', 'animals family']",0,0,0,0,1,0,0.0,1,1,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,1,0.0
3,tt0041694,0.4285714285714284,2899,No Man of Her Own,0.0,0.1333333333333333,I Married a Dead Man,1,https://image.tmdb.org/t/p/original/daiY8KJWfAL9WfvnYELphzYvIoE.jpg,0.0,40767,A penniless pregnant woman adopts the identity of a rich woman killed in a train crash.,0.03462172747887034,https://image.tmdb.org/t/p/original/pYJukaE6s3AwHXJ1pQl8PEVlozx.jpg,['US'],https://www.imdb.com/title/tt0041694,Bande-annonce non trouvée,"['blackmail', 'train crash', 'film noir', 'stolen identity', 'unmarried mother', 'jilted woman', 'domestic', 'melodrama']",0,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0.0,0,1.0,0,0,0,0,0.0,0,0.0
4,tt0041719,0.6428571428571428,13387,Orphée,0.0,0.3666666666666667,Orphée,0,https://image.tmdb.org/t/p/original/aZCi37ZOJZnECirobe36Fx9r1Yr.jpg,0.0,4558,A poet in love with Death follows his unhappy wife into the underworld.,0.0639868068439497,https://image.tmdb.org/t/p/original/ysevOQ1qRChVdWnhvCnB4izaW9d.jpg,['FR'],https://www.imdb.com/title/tt0041719,Bande-annonce non trouvée,"['paris, france', 'orpheus', 'mythology', 'greek mythology']",0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0.0,0,1.0,0,0,0,0,0.0,0,0.0
5,tt0042200,0.2857142857142856,5267,Annie Get Your Gun,0.0,0.2833333333333332,Annie Get Your Gun,1,https://image.tmdb.org/t/p/original/tih6Bfzh08zaZ8MCZdfv2G2Fm6f.jpg,3768785.0,25209,Gunslinger Annie Oakley romances fellow sharpshooter Frank Butler as they travel with Buffalo Bill's Wild West Show.,0.06051329622758195,https://image.tmdb.org/t/p/original/jyHMlEbmG0IYcAo2m3nfpkx7LXh.jpg,['US'],https://www.imdb.com/title/tt0042200,Bande-annonce non trouvée,"['musical', 'annie oakley', 'sharpshooter', 'wild west show']",1,0,0,0,1,0,0.0,0,0,0,0,0,0,1,1.0,0,1.0,0,0,0,0,0.0,0,1.0
6,tt0042235,0.4642857142857144,1811,La beauté du diable,0.0,0.08333333333333326,The Beauty of the Devil,1,https://image.tmdb.org/t/p/original/snhUfzbtmhXPRidEmBgPo4VBYfN.jpg,0.0,58513,"Henri Faust, retiring after 50 years as a professor in a circa-1700 French university, despairs at the ravages of old age ... whereupon Mephistopheles, agent of Lucifer, appears as a virile, handsome young man  and exchanges bodies with him to induce Faust to sign a pact to exchange his soul for renewed youth, riches and power.  But though the ""new"" Faust is attracted by the material improvements in his life, he remains wary of signing, while Mephistopheles, now posing as the aged professor whose body he inhabits, must find a way to trick him into signing the pact - and dissuade him from the love of a gypsy girl who prays for his soul - or find himself damned by his own Master...",0.03325087610801897,https://image.tmdb.org/t/p/original/1fZMbQIBqigmQ1TfxKxwgQEZdi2.jpg,['FR'],https://www.imdb.com/title/tt0042235,https://www.youtube.com/watch?v=JVBY8SwhD9o,"['eternal youth', 'lucifer']",0,0,0,0,1,0,0.0,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0
7,tt0042256,0.03571428571428559,2457,The Black Rose,0.0,0.5,La rose noire,0,https://image.tmdb.org/t/p/original/61NQmaulI0HMWSZYQ6qRr4s9UW7.jpg,0.0,44398,"In the 13th century, Walter of Gurnie, a disinherited Saxon youth, is forced to flee England. With his friend, Tristram, he falls in with the army of the fierce but avuncular General Bayan, and journeys all the way to China, where both men become involved in intrigues in the court of Kublai Khan.",0.025376211090496804,https://image.tmdb.org/t/p/original/g8038EuXcIIT10TCj6H3iDSf6xJ.jpg,"['GB', 'US']",https://www.imdb.com/title/tt0042256,Bande-annonce non trouvée,,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0.0,0,1.0,0,0,0,0,0.0,1,0.0
8,tt0042276,0.5,12402,Born Yesterday,0.0,0.21666666666666656,Comment l'esprit vient aux femmes,0,https://image.tmdb.org/t/p/original/kDLXP6vuZ4Zgc8BbNvur6Hc0UmQ.jpg,0.0,24481,"Uncouth, loud-mouth junkyard tycoon Harry Brock descends upon Washington D.C. to buy himself a congressman or two, bringing with him his mistress, ex-showgirl Billie Dawn.",0.07946815089672232,https://image.tmdb.org/t/p/original/5KWpPOwBm53hs9J8JAscd5WI1jo.jpg,['US'],https://www.imdb.com/title/tt0042276,Bande-annonce non trouvée,"['washington dc, usa', 'congress', 'tycoon', 'based on play or musical', 'political satire']",0,0,0,0,1,0,0.0,1,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0.0,0,0.0
9,tt0042279,0.2142857142857144,1019,Branded,0.0,0.2333333333333334,Marqué au fer,0,https://image.tmdb.org/t/p/original/lUKsGSSnO2B3PF4vgYWdEWNhBpG.jpg,0.0,160783,"A gunfighter takes part in a scheme to bilk a wealthy cattle family out of half a million dollars by pretending to be their son, who was kidnapped as child.",0.03455988455988456,https://image.tmdb.org/t/p/original/e84Md7wUVzpOHaAPt02i2yUc061.jpg,['US'],https://www.imdb.com/title/tt0042279,Bande-annonce non trouvée,['gunfighter'],0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0.0,0,1.0
10,tt0042285,0.2142857142857144,1437,Bright Leaf,0.0,0.33333333333333326,Bright Leaf,1,https://image.tmdb.org/t/p/original/o4m8u90LyJrFCC4ZEHQ4zbTVeCD.jpg,0.0,83116,Two tobacco growers battle for control of the cigarette market.,0.013636363636363634,https://image.tmdb.org/t/p/original/3zNlVaHbobs4sfo0xK77R15oJJ.jpg,['US'],https://www.imdb.com/title/tt0042285,Bande-annonce non trouvée,['tobacco'],0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0.0,0,0.0
11,tt0042286,0.3928571428571428,9664,Broken Arrow,0.0,0.050000000000000044,La flèche brisée,0,https://image.tmdb.org/t/p/original/7raQ1RNaeIWfcO2bzjO7FDbTf97.jpg,0.0,37292,"Indian scout Tom Jeffords is sent out to stem the war between the Whites and Apaches in the late 1870s. He learns that the Indians kill only to protect themselves, or out of retaliation for white atrocities.",0.1478870336013193,https://image.tmdb.org/t/p/original/1gafYQCpDxtfIj7HYBNs4Z3m4oW.jpg,['US'],https://www.imdb.com/title/tt0042286,Bande-annonce non trouvée,"['peace', 'settler', 'mail']",0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0.0,0,1.0
12,tt0042325,0.4642857142857144,1233,Champagne for Caesar,0.0,0.1499999999999999,Champagne for Caesar,1,https://image.tmdb.org/t/p/original/1MtJBnEXfBPRjXEku15o0oft8rk.jpg,0.0,41084,"When jobless genius Beauregard Bottomley interviews with Burnbridge Waters for a position at Waters' soap company, the owner rudely turns Bottomley down. As revenge, Bottomley enters a TV quiz show that Waters' company sponsors, with the goal of winning until he bankrupts the businessman. When Bottomley keeps acing the questions, becoming a media sensation, Waters desperately calls on vixen Flame O'Neal to uncover Bottomley's area of weakness.",0.012069676355390638,https://image.tmdb.org/t/p/original/jVigwtKTVb9YnoZ4yi3Je5vx88y.jpg,['US'],https://www.imdb.com/title/tt0042325,Bande-annonce non trouvée,"['parrot', 'encyclopedia', 'quiz', 'revenge', 'physicist', 'los angeles, california']",0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0.0,0,0.0
13,tt0042352,0.2142857142857144,1925,Crisis,0.0,0.08333333333333326,Basra,1,https://image.tmdb.org/t/p/original/61bzxoJvGTgyBUGVAQSGylBEEcv.jpg,0.0,52364,An American doctor gets caught in the middle of a revolution when he's forced to operate on a South American dictator.,0.011203875489589774,https://image.tmdb.org/t/p/original/9WzagSdW1z9ekz6wH5xpVvYkqJY.jpg,['US'],https://www.imdb.com/title/tt0042352,Bande-annonce non trouvée,"['brain tumor', 'vacation', 'dictatorship', 'doctor', 'brain surgeon']",0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,1.0,0,0.0
14,tt0042367,0.4642857142857144,4564,Cyrano de Bergerac,0.0,0.3833333333333333,Cyrano de Bergerac,1,https://image.tmdb.org/t/p/original/sI0ISjxKLbRZwaY5mjUI8SdJeME.jpg,0.0,43386,"France, 1640. Cyrano, the charismatic swordsman-poet with the absurd nose, hopelessly loves the beauteous Roxane; she, in turn, confesses to Cyrano her love for the handsome but tongue-tied Christian. The chivalrous Cyrano sets up with Christian an innocent deception, with tragic results.",0.05242218099360956,https://image.tmdb.org/t/p/original/l4JFOXslwb90opz8xozfIhPke8z.jpg,['US'],https://www.imdb.com/title/tt0042367,Bande-annonce non trouvée,"['paris, france', 'poet', 'nose', 'based on play or musical', 'swordsman', 'unrequited love', '17th century']",0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0.0,0,0.0
15,tt0042372,0.03571428571428559,1516,Dallas,0.0,0.06666666666666665,"Dallas, ville frontière",0,https://image.tmdb.org/t/p/original/8BUghVCt0RrGXofdrikZHuySgXA.jpg,0.0,113921,"After the Civil War, Confederate soldier Blayde Hollister travels to Dallas to avenge the savage murder of his family. Discovering his enemy is now an esteemed citizen, Hollister plots to expose the outlaw and his syndicate.",0.019109461966604825,https://image.tmdb.org/t/p/original/szVFvCur0ZMpvu2wSICtZKxHmMq.jpg,['US'],https://www.imdb.com/title/tt0042372,Bande-annonce non trouvée,"['dallas texas', 'wild bill hickok']",1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,1.0
16,tt0042382,0.1428571428571428,584,The Daughter of Rosie O'Grady,0.0,0.2333333333333334,The Daughter of Rosie O'Grady,1,https://image.tmdb.org/t/p/original/qPVLRaIfolntQ4HqSGPJTXIwuik.jpg,0.0,134439,An Irish horsecar driver's daughter meets New York showman Tony Pastor and goes into vaudeville.,0.008245722531436815,https://image.tmdb.org/t/p/original/xsq5LAmTzJlmmfELyg73je51y9a.jpg,['US'],https://www.imdb.com/title/tt0042382,Bande-annonce non trouvée,['vaudeville'],0,0,0,0,1,0,0.0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,0,0,0.0,0,0.0
17,tt0042417,0.07142857142857117,640,Duchess of Idaho,0.0,0.1333333333333333,Jamais deux sans toi,0,https://image.tmdb.org/t/p/original/h9UVJ9U8NUnP4NRW5HaRmjnKidK.jpg,0.0,103927,"Ellen Hallit is in love with her playboy boss, Douglas Morrison, but is too timid to do anything about it. To help her, her roommate Chris decides to step in, and devises a plan. Chris follows Morrison on his trip to Sun Valley, Idaho and plays the overattentive female, hoping that he will send for Ellen (who often played his ""fiancée"" when he had a female he couldn't discourage otherwise.) Complications arise when Chris catches the eye of band leader Dick Layne, and finds herself caught in a triangle between the two men.",0.014254792826221396,https://image.tmdb.org/t/p/original/d2FgTBql8pWZkQlH0211ds9xkrI.jpg,['US'],https://www.imdb.com/title/tt0042417,Bande-annonce non trouvée,"['musical', 'womanizer', 'swimmer']",0,0,0,0,1,0,0.0,0,0,0,0,0,0,1,1.0,0,1.0,0,0,0,0,0.0,0,0.0
18,tt0042447,0.1428571428571428,1491,Fancy Pants,0.0,0.033333333333333215,Propre à rien!,0,https://image.tmdb.org/t/p/original/6287CLSbEORwkZdJ1r4Q6e2EwVU.jpg,0.0,55441,"An American actor, impersonating an English butler, is hired by a rich woman from New Mexico to refine her husband and headstrong daughter. The complications increase when the town believes the actor/butler to be an earl and President Roosevelt decides to pay a visit.",0.017130488559059985,https://image.tmdb.org/t/p/original/zGdQJlatFeexcPU82UTSnnq9jns.jpg,['US'],https://www.imdb.com/title/tt0042447,Bande-annonce non trouvée,"['daughter', 'butler', 'musical', 'president', 'nouveau riche']",0,0,0,0,1,0,0.0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,0,0,0.0,0,1.0
19,tt0042451,0.35714285714285676,12514,Father of the Bride,0.0,0.033333333333333215,Le père de la mariée,0,https://image.tmdb.org/t/p/original/6F3S8eNVnAkUsllkCPpIZGKXxIE.jpg,0.0,20758,"Proud father Stanley Banks remembers the day his daughter, Kay, got married. Starting when she announces her engagement through to the wedding itself, we learn of all the surprises and disasters along the way.",0.08118944547515976,https://image.tmdb.org/t/p/original/sygyqqXq41SBZiYjY8nuQRAcuUv.jpg,['US'],https://www.imdb.com/title/tt0042451,Bande-annonce non trouvée,"['marriage', 'engagement']",0,0,0,0,1,0,0.0,1,1,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0.0,0,0.0
20,tt0042472,0.1071428571428572,506,For Heaven's Sake,0.0,0.033333333333333215,For Heaven's Sake,1,https://image.tmdb.org/t/p/original/9r9cuIvzwxmL9gQcRxDaYoU8saD.jpg,0.0,98912,An angel takes on human form in order to persuade a theatrical couple to finally consummate their child that has been waiting to be born.,0.002473716759431044,https://image.tmdb.org/t/p/original/c9mkQF4uc7PMQmiBUrvJ5oLtG07.jpg,['US'],https://www.imdb.com/title/tt0042472,Bande-annonce non trouvée,"['angel', 'theater play']",0,0,0,0,1,0,0.0,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0
21,tt0042490,0.4285714285714284,3893,The Furies,0.0,0.31666666666666665,Les furies,0,https://image.tmdb.org/t/p/original/6kuekBQNtmT6tbQXmchsbb6GShd.jpg,0.0,28304,"A New Mexico cattle man and his strong-willed daughter clash over the man's choice for a new bride. Things get worse when the elder man has his daughter's lover hanged. With the help of an old flame, a gambler, the daughter puts into motion a plan to drive her father from his estate.",0.01950113378684807,https://image.tmdb.org/t/p/original/kVlgoW4LWj8Uxr5fXuFi6qhpzP0.jpg,['US'],https://www.imdb.com/title/tt0042490,Bande-annonce non trouvée,"['new mexico', 'patriarch', 'squatter', 'stepmother', 'cattle', 'hanging', 'bankruptcy']",0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0.0,0,1.0
22,tt0042522,0.3214285714285712,818,State Secret,0.0,0.1166666666666667,Secret d'état,0,https://image.tmdb.org/t/p/original/uvJXTKckempNOK2ky49EuXySzYN.jpg,0.0,118236,"Visiting in England, an American surgeon Doctor John Marlowe is decoyed to a middle European country, and discovers the operation he is to perform is on the Vosnian dictator. When the latter dies, he is replaced by a look-alike, but Marlowe then becomes the object of a shoot-to-kill, vicious pursuit by the secret police of Vosnia since it is vital to Vosnia that the dictator's death does not become known. Fleeing, he seeks help from an actress, Lisa Robinson, and the two are harried across the countryside.",0.025479282622139766,https://image.tmdb.org/t/p/original/8WRphRz9yn5nJtV8faSy4PRy0GB.jpg,['GB'],https://www.imdb.com/title/tt0042522,Bande-annonce non trouvée,"['operation', 'dictator']",0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,1.0,0,0.0
23,tt0042542,0.25,760,The Happy Years,0.0,0.33333333333333326,The Adventures of Young Dink Stover,1,https://image.tmdb.org/t/p/original/x3XkeTJNBp5NLw2r7AV4ZN4JPsa.jpg,0.0,108568,"Based on a collection of stories with the focus on young John Humperkink ""Dink"" Stover, a student at the Lawrenceville Prepatory School, in 1896, whose family, in Eastcester, New York, have just about given up on his education because he is an incorrigible student. He gets into one situation after another and incurs the dislike of his classmates, who think he is cowardly but he changes their opinion when he challenges several of them to a fight. When he returns home for the summer, he meets Miss Dolly Travers and increases his 'hatred of women' because she does not accept his schoolboy pranks. Back at school, in the fall, he is more difficult than ever until his philosophy is changed by a teacher.",0.0011234796949082656,https://image.tmdb.org/t/p/original/g86d09l5VkA3vOe0vM5SspjfSJ5.jpg,['US'],https://www.imdb.com/title/tt0042542,Bande-annonce non trouvée,"['based on novel or book', 'preparatory school', ""boys' school"", '19th century', 'naughty']",0,0,0,0,1,0,0.0,0,1,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0.0,0,0.0
24,tt0042546,0.6428571428571428,58208,Harvey,0.0,0.2333333333333334,Harvey,1,https://image.tmdb.org/t/p/original/pL4EBT2Rm1EuTgyqiMM48elmhfY.jpg,0.0,11787,"The story of Elwood P. Dowd who makes friends with a spirit taking the form of a human-sized rabbit named Harvey that only he sees (and a few privileged others on occasion also.) After his sister tries to commit him to a mental institution, a comedy of errors ensues. Elwood and Harvey become the catalysts for a family mending its wounds and for romance blossoming in unexpected places.",0.12376829519686663,https://image.tmdb.org/t/p/original/dgd82hYmpiXDM1G867HqNaWe8wj.jpg,['US'],https://www.imdb.com/title/tt0042546,Bande-annonce non trouvée,"['sanatorium', 'based on play or musical', 'imaginary friend', 'mental institution', 'black and white', 'police officer', 'rabbit', 'mental illness', 'screwball comedy', 'commitment', 'brother sister relationship']",0,0,0,0,1,0,0.0,1,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0
25,tt0042634,0.1071428571428572,894,Key to the City,0.0,0.18333333333333335,La clé sous la porte,0,https://image.tmdb.org/t/p/original/hxtskTflfmM9cvDviJoIlm4lqEt.jpg,0.0,150572,"At a mayors convention in San Francisco, ex-longshoreman Steve Fisk meets Clarissa Standish from New England. Fisk is mayor of ""Puget City"" and is proud of his rough and tumble background. Standish is mayor of ""Winona, Maine"", and is equally proud of her education and dedication to the people who elected her. Thrown together, the two opposites attract and their escapades during the convention get each of them in hot water back home. Written by Ron Kerrigan",0.002999381570810142,https://image.tmdb.org/t/p/original/61Z87n01cx0NLCKqscLiqZdxUsZ.jpg,['US'],https://www.imdb.com/title/tt0042634,Bande-annonce non trouvée,['politician'],0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0.0,0,0.0
26,tt0042646,0.25,7001,King Solomon's Mines,0.0,0.21666666666666656,Les mines du roi Salomon,0,https://image.tmdb.org/t/p/original/zCtFfgCMsMP831OtTHBJgwu5hYi.jpg,0.0,43388,Adventurer Allan Quartermain leads an expedition into uncharted African territory in an attempt to locate an explorer who went missing during his search for the fabled diamond mines of King Solomon.,0.0743661100803958,https://image.tmdb.org/t/p/original/s5T4Da7d3f255YRyaWfhMWfoBKK.jpg,['US'],https://www.imdb.com/title/tt0042646,Bande-annonce non trouvée,"['based on novel or book', 'africa', 'diamond mine', 'wildlife', 'jungle', 'animal', 'adventurer', 'allan quatermain', '19th century']",1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0.0,0,0.0
27,tt0042648,0.35714285714285676,2457,Kiss Tomorrow Goodbye,0.0,0.19999999999999996,Kiss Tomorrow Goodbye,1,https://image.tmdb.org/t/p/original/qSdPDMj7qhxZOhSK4MEki6veQ4s.jpg,0.0,18262,"Ralph Cotter, a ruthless criminal, escapes violently from a farm prison. Then, he seduces a dead inmate’s sister, gets back quickly into the crime business, faces corrupt local cops who run the city’s underworld and meets a powerful tycoon’s whimsical daughter.",0.03441558441558441,https://image.tmdb.org/t/p/original/g5kLnnT7prY9WNPvedHMuh9QsIt.jpg,['US'],https://www.imdb.com/title/tt0042648,Bande-annonce non trouvée,"['trial', 'prison escape', 'film noir', 'police corruption', 'courtroom', 'criminal gang', 'business tycoon']",0,0,0,0,0,1,0.0,0,0,0,1,0,0,0,0.0,0,0.0,0,0,0,0,1.0,0,0.0
28,tt0042649,0.4285714285714284,594,Knock,0.020408163265308588,0.1333333333333333,Dr. Knock,1,https://image.tmdb.org/t/p/original/lrMGoUhrd2BflB8gADZxDzkVKAl.jpg,0.0,79015,"Saint-Maurice, an ordinary peaceful village, lived healthily so much so that the local doctor's practice was scant. But that was before Dr. Parpalaid retired and was replaced by a charlatan by the name of Knock. A real genius this one, for he soon managed to persuade everyone that they were ill. And not only didn't they resent him but they even loved their physician, who made a fortune and brought prosperity to the village by turning it into a big hospital.",0.02502576788291074,https://image.tmdb.org/t/p/original/tWDYV3ixNiAr3wkNIlLDvDgvjGm.jpg,['FR'],https://www.imdb.com/title/tt0042649,Bande-annonce non trouvée,,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0
29,tt0042674,0.0,588,Let's Dance,0.0,0.3666666666666667,Maman est à la page,0,https://image.tmdb.org/t/p/original/6LZWm8g0jVrLM4KLAcE2c6GHio3.jpg,0.0,147810,"Years after the death of her husband, Kitty McNeil takes her son and flees from the home of her wealthy and controlling mother-in-law. Alone and jobless in New York, she runs into an old flame, her USO partner Donald Elwood, who agrees to help her fight for custody of the child.",0.012883941455370026,https://image.tmdb.org/t/p/original/bZBhvrsOZepbCtSyYF8FNG0FiOv.jpg,['US'],https://www.imdb.com/title/tt0042674,Bande-annonce non trouvée,['musical'],0,0,0,0,1,0,0.0,1,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0.0,0,0.0
30,tt0042687,0.2142857142857144,546,Louisa,0.0,0.0,On aime à tout âge,0,https://image.tmdb.org/t/p/original/9At2IWjpGVg1CAWEjH5EkpYbqG0.jpg,0.0,99492,"Architect Hal Norton and wife Meg invite his widowed mother Louisa to move in with them, only to discover the sweet elderly lady is romantically involved with what seems to be every old coot in town.",0.00810142238713667,https://image.tmdb.org/t/p/original/pCXoP0qxS6G4CEi736jAKoazKM7.jpg,['US'],https://www.imdb.com/title/tt0042687,Bande-annonce non trouvée,,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0.0,0,0.0
31,tt0042692,0.35714285714285676,3852,Luci del varietà,0.0,0.1166666666666667,Lights of Variety,1,https://image.tmdb.org/t/p/original/k6ksC8bISMCB8dSAc6Pt0g1Cs4u.jpg,0.0,43389,"In Italy, Checco Dal Monte manages a troupe of traveling performers with plenty of heart but minimal talent. At a small town engagement, he encounters the starry-eyed, gorgeous Lily Antonelli, and hires her as a dancer on the show. Vivacious Lily quickly sells out crowds and earns the resentment of Checco's mistress, Melina Amour, but the fledgling performer has far bigger ambitions and soon sets her sights on a higher-profile role.",0.05499896928468357,https://image.tmdb.org/t/p/original/ky6NJVEoEj4o1F7lCVzUznElWgE.jpg,['IT'],https://www.imdb.com/title/tt0042692,Bande-annonce non trouvée,['black and white'],0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,0.0,0,1.0,0,0,0,0,0.0,0,0.0
32,tt0042742,0.3214285714285712,1961,Mister 880,0.0,0.0,Mister 880,1,https://image.tmdb.org/t/p/original/lvbyP5JqQdwQc5fnqIECGKQCEZn.jpg,0.0,102144,"The Skipper is a charming old man loved by all his neighbors. What they don't know is that he is also Mr. 880, an amateurish counterfeiter who has amazingly managed to elude the Secret Service for 20 years.",0.029375386518243663,https://image.tmdb.org/t/p/original/aEYs8GpSqpssqPWaIS9XXOBeY8o.jpg,['US'],https://www.imdb.com/title/tt0042742,Bande-annonce non trouvée,['counterfeiter'],0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0.0,0,0.0
33,tt0042752,0.35714285714285676,903,Trio,0.0,0.016666666666666607,Trio,1,https://image.tmdb.org/t/p/original/ziRWgL2AOOvWRfBcjeEAOflbp3l.jpg,0.0,134168,W. Somerset Maugham introduces three more of his stories about human foibles.,0.009699031127602554,https://image.tmdb.org/t/p/original/m5ztt54iNaSCxJUwkpDuynARLGz.jpg,['GB'],https://www.imdb.com/title/tt0042752,Bande-annonce non trouvée,['anthology'],0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0.0,0,0.0
34,tt0042767,0.03571428571428559,565,My Blue Heaven,0.0,0.10000000000000009,My Blue Heaven,1,https://image.tmdb.org/t/p/original/iy4lIP2cOoYaeLy3RESewijE7b6.jpg,0.0,76011,"Radio star Kitty Moran, long married to partner Jack, finds she's pregnant, but miscarries. For a change, the couple turn their act into a series on early TV and try to adopt a baby. Finally they acquiring a girl in a somewhat back alley manner.",0.009008451865594722,https://image.tmdb.org/t/p/original/sJI3ENrXdYuqYG1YQ664FrSeBSr.jpg,['US'],https://www.imdb.com/title/tt0042767,Bande-annonce non trouvée,['musical'],0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,1.0,0,0.0,0,0,0,0,0.0,0,0.0
35,tt0042779,0.1071428571428572,602,Nancy Goes to Rio,0.0,0.16666666666666674,Nancy Goes to Rio,1,https://image.tmdb.org/t/p/original/ewOHzBDBTO67LAcdLGHSNtZGc0I.jpg,0.0,130900,"Mother and daughter compete over same singing role and, unbeknownst to each other, the same man.",0.00722531436817151,https://image.tmdb.org/t/p/original/4JEm4U5wOItbObMc3EyDmI0SdAm.jpg,['US'],https://www.imdb.com/title/tt0042779,Bande-annonce non trouvée,"['rio de janeiro', 'musical']",0,0,0,0,1,0,0.0,0,0,0,0,0,0,1,1.0,0,1.0,0,0,0,0,0.0,0,0.0
36,tt0042819,0.2142857142857144,654,Our Very Own,0.0,0.050000000000000044,Celle de nulle part,0,https://image.tmdb.org/t/p/original/nDBHZ7sIzctcAaiDrA6F9qXR11S.jpg,0.0,97332,"During a heated argument with her sister Joan, Gail discovers the shocking news that she is adopted. With the reluctant support of her adoptive parents and baby sister Penny, Gail goes in search of her biological mother and true identity.",0.003308596165739023,https://image.tmdb.org/t/p/original/pXbZVZVQUOLGtbLr2ezuDvJfX1B.jpg,['US'],https://www.imdb.com/title/tt0042819,Bande-annonce non trouvée,"['biological mother', 'adopted']",0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0.0,0,0.0
