tconst,Actors_names,averageRating,startYear,runtimeMinutes,title,language,tmdb_id,original_title,overview,popularity,poster_path,production_countries,spoken_languages,production_companies_name,genres,Keywords,actors,mots
tt0060355,JohnHoyt BillTravers WilliamRedfield JamesGarner BibiAndersson SidneyPoitier RalphNelson RalphNelson JohnHubbard DennisWeaver BillHart,6.5,1966,103,La bataille de la vallée du diable,fr,1403,Duel at Diablo,"While crossing the desert, a frontier scout, Jess Remsberg, rescues Ellen Grange from a pursuing band of Apaches, and returns her to her husband, Willard Grange. He is contracted to act as a scout for an Army cavalry unit. Willard, Ellen, and her infant son are along for the ride, as is horse trader Toller, a veteran of the 10th Cavalry. The party is trapped in a canyon by Chata, an Apache chief and grandfather of Ellen's baby. Willard is captured and tortured. Jess sneaks away and brings reinforcements just in time to save the day. Jess learns that the man he has been hunting is none other than Willard Grange.",8.828,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/bKtx5Nu0LzjNDvCHthTQ3KAY95f.jpg,['US'],en,['United Artists'],"Action,Western,Drama,Thriller","based on novel or book,apache nation,intermarriage,native american,duel,illegitimate son","John Hoyt, Bill Travers, William Redfield, James Garner, Bibi Andersson, Sidney Poitier, Ralph Nelson, Ralph Nelson, John Hubbard, Dennis Weaver, Bill Hart",Action Western Drama Thriller based on novel or book apache nation intermarriage native american duel illegitimate son fr en JohnHoyt BillTravers WilliamRedfield JamesGarner BibiAndersson SidneyPoitier RalphNelson RalphNelson JohnHubbard DennisWeaver BillHart
tt0060371,RobertAugust BruceBrown BruceBrown,7.6,1966,95,L'été sans fin,fr,21,The Endless Summer,"Bruce Brown's The Endless Summer is one of the first and most influential surf movies of all time. The film documents American surfers Mike Hynson and Robert August as they travel the world during California’s winter (which, back in 1965 was off-season for surfing) in search of the perfect wave and ultimately, an endless summer.",7.696,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/5W5uaqQ7NZTwoDMKO4AtdcahHex.jpg,['US'],en,['Bruce Brown Films'],"Documentary,Sport","surfing,surfer,surfboard,tahiti,nigeria,surf,sports documentary,cape town, south africa,travelogue,ghana,waikiki","Robert August, Bruce Brown, Bruce Brown",Documentary Sport surfing surfer surfboard tahiti nigeria surf sports documentary cape town  south africa travelogue ghana waikiki fr en RobertAugust BruceBrown BruceBrown
tt0060395,JohnBoulting RoyBoulting JohnMills MarjorieRhodes HayleyMills WilfredPickles LizFraser HywelBennett AvrilAngers JohnComer MurrayHead BarryFoster,7.3,1966,115,Wedlocked or all in Good Time,en,18373,The Family Way,"Following the wedding of young Jenny Piper and Arthur Fitton (Hayley Mills and Hywel Bennett), a rowdy reception is held at a local pub where the newlyweds are subjected to much well-meaning but vulgar ribaldry. The couple returns to the Fitton home to spend their first night together before leaving for a honeymoon in Majorca, but they are followed by some of the wedding guests who keep the party going until early morning. Worse yet, when the youngsters finally are permitted to retire, their bed collapses as the result of a practical joke.",2.967,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/eJtbjULdR6FK8iY0YER6Y2dIyAS.jpg,['GB'],en,['Jambox'],"Comedy,Romance,Drama",,"John Boulting, Roy Boulting, John Mills, Marjorie Rhodes, Hayley Mills, Wilfred Pickles, Liz Fraser, Hywel Bennett, Avril Angers, John Comer, Murray Head, Barry Foster",Comedy Romance Drama  en en JohnBoulting RoyBoulting JohnMills MarjorieRhodes HayleyMills WilfredPickles LizFraser HywelBennett AvrilAngers JohnComer MurrayHead BarryFoster
tt0060424,LureneTuttle BillyWilder LesTremayne WalterMatthau JackLemmon CliffOsmond LaurenGilbert RonRich JudiWest HarryHolcombe MargeRedmond,7.2,1966,125,La grande combine,fr,1888,The Fortune Cookie,"A cameraman is knocked over during a football game. His brother-in-law, as the king of the ambulance-chasing lawyers, starts a suit while he's still knocked out. The cameraman is against it until he hears that his ex-wife will be coming to see him. He pretends to be injured to get her back, but also sees what the strain is doing to the football player who injured him.",8.412,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/tGZc0sRoXgGzRDhHaCRmqxNSKVZ.jpg,['US'],en,"['Phalanx Productions', 'Jalem Productions', 'United Artists']","Comedy,Romance","shadowing,american football,brother-in-law,wheelchair,honesty,insurance fraud,cinematographer,fortune cookie,ex-wife","Lurene Tuttle, Billy Wilder, Les Tremayne, Walter Matthau, Jack Lemmon, Cliff Osmond, Lauren Gilbert, Ron Rich, Judi West, Harry Holcombe, Marge Redmond",Comedy Romance shadowing american football brother-in-law wheelchair honesty insurance fraud cinematographer fortune cookie ex-wife fr en LureneTuttle BillyWilder LesTremayne WalterMatthau JackLemmon CliffOsmond LaurenGilbert RonRich JudiWest HarryHolcombe MargeRedmond
tt0060437,OscarHomolka PaulHubschmid GuyDoleman GuyHamilton MichaelCaine EvaRenzi HughBurden HeinzSchubert WolfgangVölz ThomasHoltzmann GünterMeisner,6.8,1966,102,Mes funérailles à Berlin,fr,34388,Funeral in Berlin,"Colonel Stok, a Soviet intelligence officer responsible for security at the Berlin Wall, appears to want to defect but the evidence is contradictory. Stok wants the British to handle his defection and asks for one of their agents, Harry Palmer, to smuggle him out of East Germany.",9.741,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/cHU4S1fC3rRu9uwNnmaxWNOgO41.jpg,['GB'],"de,en","['Paramount', 'Lowndes Productions Limited']",Thriller,"berlin, germany,england,berlin wall,spy,cold war,secret intelligence service,defection,swinging 60s,east germany,harry palmer","Oscar Homolka, Paul Hubschmid, Guy Doleman, Guy Hamilton, Michael Caine, Eva Renzi, Hugh Burden, Heinz Schubert, Wolfgang Völz, Thomas Holtzmann, Günter Meisner",Thriller berlin  germany england berlin wall spy cold war secret intelligence service defection swinging 60s east germany harry palmer fr de en OscarHomolka PaulHubschmid GuyDoleman GuyHamilton MichaelCaine EvaRenzi HughBurden HeinzSchubert WolfgangVölz ThomasHoltzmann GünterMeisner
tt0060438,MichaelHordern PhilSilvers ZeroMostel BusterKeaton AlfieBass RoyKinnear RichardLester MichaelCrawford JackGilford AnnetteAndre LeonGreene,6.8,1966,99,A Funny Thing Happened on the Way to the Forum,en,17768,A Funny Thing Happened on the Way to the Forum,A wily slave must unite a virgin courtesan and his young smitten master to earn his freedom.,7.437,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/h3S9DZMUZNsAqd8ZNBed7ttPWXk.jpg,"['GB', 'US']",en,"['United Artists', 'Melvin Frank Production']","Comedy,Musical,Music","virgin,freedom,based on play or musical,ancient rome,slave,slave owner","Michael Hordern, Phil Silvers, Zero Mostel, Buster Keaton, Alfie Bass, Roy Kinnear, Richard Lester, Michael Crawford, Jack Gilford, Annette Andre, Leon Greene",Comedy Musical Music virgin freedom based on play or musical ancient rome slave slave owner en en MichaelHordern PhilSilvers ZeroMostel BusterKeaton AlfieBass RoyKinnear RichardLester MichaelCrawford JackGilford AnnetteAndre LeonGreene
tt0060445,HerbertLom RonaldNeame ShirleyMacLaine JohnAbbott RogerC.Carmel MichaelCaine ArnoldMoss RichardAngarola MauriceMarsac JoeAbdullah TommyAndre,7.1,1966,109,Le hold-up extraordinaire,fr,28270,Gambit,"Harry Dean is a career burglar set on stealing a piece of priceless art from the world's wealthiest man, Mr. Shahbandar. With the help of exotic showgirl Nicole Chang, he concocts the perfect scheme for how the robbery should go and lays it out point by point. However, when the team tries to execute the plan, perfection and reality don't quite match up, and Harry's vision begins to unravel in this twisty tale of a heist gone wrong.",8.948,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/1MchaxoMtROoioSAwjLd5FEp6D.jpg,['US'],en,['Universal Pictures'],"Comedy,Thriller,Crime","middle east,flamenco,statuette,burglary,hong kong,falling in love,art thief,millionaire,art dealer,assumed identity","Herbert Lom, Ronald Neame, Shirley MacLaine, John Abbott, Roger C. Carmel, Michael Caine, Arnold Moss, Richard Angarola, Maurice Marsac, Joe Abdullah, Tommy Andre",Comedy Thriller Crime middle east flamenco statuette burglary hong kong falling in love art thief millionaire art dealer assumed identity fr en HerbertLom RonaldNeame ShirleyMacLaine JohnAbbott RogerC.Carmel MichaelCaine ArnoldMoss RichardAngarola MauriceMarsac JoeAbdullah TommyAndre
tt0060453,JamesMason AlanBates BillOwen LynnRedgrave SilvioNarizzano CharlotteRampling ClareKelly RachelKempson DeniseCoffey DorothyAlison PeggyThorpe-Bates,6.9,1966,99,Georgy Girl,en,42719,Georgy Girl,A homely but vivacious young woman dodges the amorous attentions of her father's middle-aged employer while attempting to please her glamorously stuck-up roommate Meredith.,4.482,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/kTvDivq4xUUjQRTLNh0A0gbJkuc.jpg,['GB'],"en,it","['Everglades Productions', 'Columbia Pictures']","Comedy,Romance,Drama","london, england,based on novel or book,music teacher,butler,roommate,love,hospital,swinging 60s,piano","James Mason, Alan Bates, Bill Owen, Lynn Redgrave, Silvio Narizzano, Charlotte Rampling, Clare Kelly, Rachel Kempson, Denise Coffey, Dorothy Alison, Peggy Thorpe-Bates",Comedy Romance Drama london  england based on novel or book music teacher butler roommate love hospital swinging 60s piano en en it JamesMason AlanBates BillOwen LynnRedgrave SilvioNarizzano CharlotteRampling ClareKelly RachelKempson DeniseCoffey DorothyAlison PeggyThorpe-Bates
tt0060463,DorisDay FrankTashlin ElisabethFraser RodTaylor EdwardAndrews JohnMcGiver PaulLynde ArthurGodfrey EricFleming DomDeLuise DickMartin,6.4,1966,110,La blonde défi le FBI,fr,33666,The Glass Bottom Boat,"Bruce, the owner of a aerospace company, is infatuated with Jennifer and hires her to be his biographer so that he can be near her and win her affections. Is she actually a Russian spy trying to obtain aerospace secrets?",6.335,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/jlj5rCl7jfW7QskJ1vucd7j5n5M.jpg,['US'],en,"['Reame Productions', 'Euterpe Productions', 'Arwin Productions', 'Metro-Goldwyn-Mayer']","Comedy,Romance","california,widow,spy,glass bottom boat,aerospace","Doris Day, Frank Tashlin, Elisabeth Fraser, Rod Taylor, Edward Andrews, John McGiver, Paul Lynde, Arthur Godfrey, Eric Fleming, Dom DeLuise, Dick Martin",Comedy Romance california widow spy glass bottom boat aerospace fr en DorisDay FrankTashlin ElisabethFraser RodTaylor EdwardAndrews JohnMcGiver PaulLynde ArthurGodfrey EricFleming DomDeLuise DickMartin
tt0060484,JohnMills LaurenceNaismith GeoffreyBayldon HayleyMills JudithFurse NormanBird AnnetteCrosbie PaulineJameson JuneEllis HamiltonDyce AnneBlake,6.8,1966,105,Bats with Baby Faces,en,192990,Sky West and Crooked,"A young, lonely, emotionally challenged teenage girl finds solace in burying dead animals after the sudden traumatic death of a childhood friend 10 years earlier.",1.609,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/o2CRL5sAkbk2pciRUZbIuhnQNmC.jpg,[],en,['The Rank Organisation'],"Romance,Drama",,"John Mills, Laurence Naismith, Geoffrey Bayldon, Hayley Mills, Judith Furse, Norman Bird, Annette Crosbie, Pauline Jameson, June Ellis, Hamilton Dyce, Anne Blake",Romance Drama  en en JohnMills LaurenceNaismith GeoffreyBayldon HayleyMills JudithFurse NormanBird AnnetteCrosbie PaulineJameson JuneEllis HamiltonDyce AnneBlake
tt0060522,FernandGravey WilliamWyler MarcelDalio CharlesBoyer AudreyHepburn EliWallach Moustache HughGriffith JacquesMarin PeterO'Toole RogerTréville,7.5,1966,123,Comment voler un million de dollars,fr,3001,How to Steal a Million,A woman must steal a statue from a Paris museum to help conceal her father's art forgeries.,15.143,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/xaf3pwmITJvfz9Ab8DiGM8OOtBC.jpg,['US'],en,['World Wide Productions'],"Comedy,Romance,Crime","insurance fraud,theft,art thief,swinging 60s,forgery","Fernand Gravey, William Wyler, Marcel Dalio, Charles Boyer, Audrey Hepburn, Eli Wallach, Moustache, Hugh Griffith, Jacques Marin, Peter O'Toole, Roger Tréville",Comedy Romance Crime insurance fraud theft art thief swinging 60s forgery fr en FernandGravey WilliamWyler MarcelDalio CharlesBoyer AudreyHepburn EliWallach Moustache HughGriffith JacquesMarin PeterO'Toole RogerTréville
tt0060549,IyaSavvina LyubovSokolova AleksandrSurin MikhailKislov AndreyKonchalovskiy,7.3,1966,99,Astoriva As: Klyachimol,en,91261,"История Аси Клячиной, которая любила, да не вышла замуж","About gentle, tender and proud love of Asya, a lame woman, and the driver Stepan who is a good-for-nothing person.",0.6,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/lSD150yCfGzXywF7KKqRK7LIKTC.jpg,['SU'],ru,['Mosfilm'],"Romance,Drama",,"Iya Savvina, Lyubov Sokolova, Aleksandr Surin, Mikhail Kislov, Andrey Konchalovskiy",Romance Drama  en ru IyaSavvina LyubovSokolova AleksandrSurin MikhailKislov AndreyKonchalovskiy
tt0060636,MaxShowalter LolaAlbright RoddyMcDowall TuesdayWeld RuthGordon MartinWest HarveyKorman SarahMarshall LynnCarey DonaldMurphy GeorgeAxelrod,6.3,1966,105,George Axelrod's Lord Love a Duck,en,52867,Lord Love a Duck,"From his prison cell, young Alan Musgrave relates his experiences of the previous year dedicated to fulfilling every whim of beautiful and self-absorbed high school senior Barbara Ann Greene.",2.033,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/srjQmFy1Hi5iNga7uKTjnubYUpr.jpg,['US'],en,['George Axelrod Productions'],"Comedy,Romance,Drama",high school,"Max Showalter, Lola Albright, Roddy McDowall, Tuesday Weld, Ruth Gordon, Martin West, Harvey Korman, Sarah Marshall, Lynn Carey, Donald Murphy, George Axelrod",Comedy Romance Drama high school en en MaxShowalter LolaAlbright RoddyMcDowall TuesdayWeld RuthGordon MartinWest HarveyKorman SarahMarshall LynnCarey DonaldMurphy GeorgeAxelrod
tt0060641,FranciscoRabal GiulianoGemma NievesNavarro GiovanniIvanScratuglia GabriellaGiorgelli ConradoSanMartín FrancoCobianchi TeodoroCorrà PedroBasauri'Pedrucho' FlorestanoVancini,6.2,1967,123,Les longs jours de la vengeance,fr,103160,I lunghi giorni della vendetta,"After suffering three years of hard labor in a prison camp, former sheriff Ted Barnett escapes. Now he seeks revenge.",3.297,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/4K0jf8PfzXFd3pzF1ftF0VryJpZ.jpg,"['IT', 'ES']",it,"['PCM', 'Mingyar']","Western,Drama","revenge,spaghetti western","Francisco Rabal, Giuliano Gemma, Nieves Navarro, Giovanni Ivan Scratuglia, Gabriella Giorgelli, Conrado San Martín, Franco Cobianchi, Teodoro Corrà, Pedro Basauri 'Pedrucho', Florestano Vancini",Western Drama revenge spaghetti western fr it FranciscoRabal GiulianoGemma NievesNavarro GiovanniIvanScratuglia GabriellaGiorgelli ConradoSanMartín FrancoCobianchi TeodoroCorrà PedroBasauri'Pedrucho' FlorestanoVancini
tt0060675,BirgerMalmsten Jean-PierreLéaud Jean-LucGodard HenriAttal ChantalGoya MarlèneJobert EvabrittStrandberg YvesAfonso MickeyBaker,7.4,1966,103,Masculine Feminine,en,4710,Masculin féminin,"Paul, a young idealist trying to figure out what he wants to do with his life, takes a job interviewing people for a marketing research firm. He moves in with aspiring pop singer Madeleine. Paul, however, is disillusioned by the growing commercialism in society, while Madeleine just wants to be successful. The story is told in a series of 15 unrelated vignettes.",9.57,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/wyKlcABhH1amSzqJWoYHGuICTMZ.jpg,"['SE', 'FR']","en,fr,sv","['SF Studios', 'Sandrews', 'Anouchka Films', 'Argos Films']","Romance,Drama","students' movement,bisexuality,menage a trois","Birger Malmsten, Jean-Pierre Léaud, Jean-Luc Godard, Henri Attal, Chantal Goya, Marlène Jobert, Evabritt Strandberg, Yves Afonso, Mickey Baker",Romance Drama students' movement bisexuality menage a trois en en fr sv BirgerMalmsten Jean-PierreLéaud Jean-LucGodard HenriAttal ChantalGoya MarlèneJobert EvabrittStrandberg YvesAfonso MickeyBaker
tt0060736,CornelWilde CornelWilde GertvandenBergh KenGampu PatrickMynhardt,7.3,1965,96,La proie nue,fr,18513,The Naked Prey,"A group of men are on safari. One of the party refuses to give a gift to a tribe they encounter. The tribe is offended, seizes the party, and one-by-one, kills all but one of the safari members in various creative and horrifying ways. The last surviving member is given ""The Lion's Chance"" by the tribal leader to be hunted down by a party of tribal warriors.",9.447,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/jnAClNX0E4SRLWusT7lJcuUrcnR.jpg,"['US', 'ZA']",en,"['Paramount', 'Theodora Productions', 'Sven Persson Films']","Adventure,Action,Drama,Thriller","snake,elephant,hunter,chase,africa,lion,safari,south africa,tribe,rifle,antelope,survival,murder,tracker,on the run,man hunt,spear,warrior,african bush,human prey,19th century,great white hunter,big game hunter,tribal ritual,african music,tusk,hunter are hunted,tracking,traffic ivory,fight for survival,dangerous game,african drums,killing elephants for ivory","Cornel Wilde, Cornel Wilde, Gert van den Bergh, Ken Gampu, Patrick Mynhardt",Adventure Action Drama Thriller snake elephant hunter chase africa lion safari south africa tribe rifle antelope survival murder tracker on the run man hunt spear warrior african bush human prey 19th century great white hunter big game hunter tribal ritual african music tusk hunter are hunted tracking traffic ivory fight for survival dangerous game african drums killing elephants for ivory fr en CornelWilde CornelWilde GertvandenBergh KenGampu PatrickMynhardt
tt0060748,ArthurKennedy HowardDaSilva KarlMalden RafVallone BrianKeith MartinLandau PatHingle SuzannePleshette SteveMcQueen JanetMargolin,6.9,1966,128,Nevada Smith,fr,5921,Nevada Smith,"Nevada Smith is the young son of an Indian mother and white father. When his father is killed by three men over gold, Nevada sets out to find them and kill them. The boy is taken in by a gun merchant. The gun merchant shows him how to shoot and to shoot on time and correct.",8.226,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/4QJLqSZRnhAb9pezEEIxidVINes.jpg,['US'],en,"['Solar Productions', 'Paramount']","Western,Drama,Action","repayment,native american,revenge,wild west,half breed","Arthur Kennedy, Howard Da Silva, Karl Malden, Raf Vallone, Brian Keith, Martin Landau, Pat Hingle, Suzanne Pleshette, Steve McQueen, Janet Margolin",Western Drama Action repayment native american revenge wild west half breed fr en ArthurKennedy HowardDaSilva KarlMalden RafVallone BrianKeith MartinLandau PatHingle SuzannePleshette SteveMcQueen JanetMargolin
tt0060754,KeenanWynn JackElam EllenCorby MarthaHyer NancyKulp JosephPevney LeoGordon ClintWalker MedFlory KevinBrodie RonEly,6.5,1966,102,Le ranch maudit,fr,4940,The Night of the Grizzly,"Marshall ""Big Jim"" Cole turns in his badge and heads to Wyoming with his family in order to settle on some land left him by a relative. He faces opposition both from a neighbor who wants that land for his own sons, and from a grizzly bear nicknamed ""Satan"" who keeps killing Cole's livestock.",6.221,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/kt23CmHdXll4T4lvjPLltmbzwKc.jpg,['US'],en,['Paramount'],"Adventure,Western","wyoming, usa,hunter,parent child relationship,marshal,grizzly bear,ranch,rifle,child in peril,bear trap,hunting dog","Keenan Wynn, Jack Elam, Ellen Corby, Martha Hyer, Nancy Kulp, Joseph Pevney, Leo Gordon, Clint Walker, Med Flory, Kevin Brodie, Ron Ely",Adventure Western wyoming  usa hunter parent child relationship marshal grizzly bear ranch rifle child in peril bear trap hunting dog fr en KeenanWynn JackElam EllenCorby MarthaHyer NancyKulp JosephPevney LeoGordon ClintWalker MedFlory KevinBrodie RonEly
tt0060777,GilbertRoland VanHeflin KlausKinski GiovanniIvanScratuglia GeorgeHilton FedericoBoido GiorgioCapitani,6.5,1968,96,The Ruthless Four,en,57879,Ognuno per sé,This superior Spaghetti western scrutinizes the greed and paranoia that afflict four men as they struggle among themselves to unearth a fortune in gold from a remote Southwestern mine without falling prey to each other's bullets.,1.946,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/w5ZObogXnBecx65syZ79mtoyXDU.jpg,"['FR', 'DE', 'IT', 'MC']",it,"['Richard Eichberg-Film GmbH', 'PCM']",Western,"gold,treasure,spaghetti western","Gilbert Roland, Van Heflin, Klaus Kinski, Giovanni Ivan Scratuglia, George Hilton, Federico Boido, Giorgio Capitani",Western gold treasure spaghetti western en it GilbertRoland VanHeflin KlausKinski GiovanniIvanScratuglia GeorgeHilton FedericoBoido GiorgioCapitani
tt0060802,VáclavNeckár JosefSomr VlastimilBrodský VladimírValenta AloisVachek FerdinandKruta JitkaZelenohorská NadaUrbánková LibuseHavelková JiríMenzel,7.6,1966,92,Ostre sledované vlaky,fr,789,Ostře sledované vlaky,"At a village railway station in occupied Czechoslovakia, a bumbling dispatcher’s apprentice longs to liberate himself from his virginity. Oblivious to the war and the resistance that surrounds him, this young man embarks on a journey of sexual awakening and self-discovery, encountering a universe of frustration, eroticism, and adventure within his sleepy backwater depot.",7.359,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/1FMBXil0P8Xyl1KRWbXbUGn6JCC.jpg,['XC'],"cs,de",['Filmové studio Barrandov'],"Comedy,Romance,Drama,War","based on novel or book,world war ii,coming of age,railroad,sexual awakening,czech new wave,czech resistance","Václav Neckár, Josef Somr, Vlastimil Brodský, Vladimír Valenta, Alois Vachek, Ferdinand Kruta, Jitka Zelenohorská, Nada Urbánková, Libuse Havelková, Jirí Menzel",Comedy Romance Drama War based on novel or book world war ii coming of age railroad sexual awakening czech new wave czech resistance fr cs de VáclavNeckár JosefSomr VlastimilBrodský VladimírValenta AloisVachek FerdinandKruta JitkaZelenohorská NadaUrbánková LibuseHavelková JiríMenzel
tt0060853,HugoBlanco RichardStapley TomasMilian HalinaZalewska EnzoFiermonte LolaGaos RicardoCanales MarioBrega ManuelZarzo TitoGarcía EugenioMartín,6.3,1966,95,The Ugly Ones,en,73832,El precio de un hombre,"Escaped outlaw Jose Gomez returns to his home town pursued by bounty killer Luke Chilson. The towns people protect Gomez, unaware, at first, that he is now a changed and dangerous man.",2.779,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/eKDw7gqhQl9kulLuvVZtE1X1jU7.jpg,"['ES', 'IT']",es,"['Discobolo Film', 'Tecisa Film', 'United Artists']","Western,Action",spaghetti western,"Hugo Blanco, Richard Stapley, Tomas Milian, Halina Zalewska, Enzo Fiermonte, Lola Gaos, Ricardo Canales, Mario Brega, Manuel Zarzo, Tito García, Eugenio Martín",Western Action spaghetti western en es HugoBlanco RichardStapley TomasMilian HalinaZalewska EnzoFiermonte LolaGaos RicardoCanales MarioBrega ManuelZarzo TitoGarcía EugenioMartín
tt0060882,GlennFord AriadneWelter StellaStevens QuintínBulnes DavidReynoso ArmandoSilvestre DaciaGonzález PanchoCórdova MauraMonti DavidSilva GilbertoGazcón,6.3,1966,103,La rage de survivre,fr,369621,Rage,"Small-town doctor bitten by rabid dog, races the clock to get to the city and receive treatment.",2.691,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/klUFmAdqadhLGHKQBrDBZN8NEVs.jpg,"['MX', 'US']","en,es","['Joseph L. Schenck Enterprises', 'Cinematográfica Jalisco S.A']","Drama,Thriller","mexico,doctor,fear,rage,dog,desert,illness","Glenn Ford, Ariadne Welter, Stella Stevens, Quintín Bulnes, David Reynoso, Armando Silvestre, Dacia González, Pancho Córdova, Maura Monti, David Silva, Gilberto Gazcón",Drama Thriller mexico doctor fear rage dog desert illness fr en es GlennFord AriadneWelter StellaStevens QuintínBulnes DavidReynoso ArmandoSilvestre DaciaGonzález PanchoCórdova MauraMonti DavidSilva GilbertoGazcón
tt0060884,JamesStewart MaureenO'Hara BenJohnson HarryCareyJr. JackElam DavidBrian BrianKeith AndrewV.McLaglen JulietMills DonGalloway PerryLopez,6.3,1966,97,The Rare Breed,en,38800,The Rare Breed,"When her husband dies en route to America, Martha Price and her daughter Hilary are left to carry out his dream: the introduction of Hereford cattle into the American West. They enlist Sam ""Bulldog"" Burnett in their efforts to transport their lone bull, a Hereford named Vindicator, to a breeder in Texas, but the trail is fraught with danger and even Burnett doubts the survival potential of this ""rare breed"" of cattle.",5.766,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/9LJ3iQgvfScjM0PMk3fnpCl6HRi.jpg,['US'],en,['Universal Pictures'],Western,"cattle,whistling,frontier justice,horse and wagon","James Stewart, Maureen O'Hara, Ben Johnson, Harry Carey Jr., Jack Elam, David Brian, Brian Keith, Andrew V. McLaglen, Juliet Mills, Don Galloway, Perry Lopez",Western cattle whistling frontier justice horse and wagon en en JamesStewart MaureenO'Hara BenJohnson HarryCareyJr. JackElam DavidBrian BrianKeith AndrewV.McLaglen JulietMills DonGalloway PerryLopez
tt0060899,MichaelRennie PaulFix GloriaGrahame JoanBlondell ChuckConnors ClaudeAkins GaryMerrill KathrynHays BillBixby MarissaMathes BernardMcEveety,6.2,1966,101,Ride Beyond Vengeance,en,101308,Ride Beyond Vengeance,"Jonas Trapp falls in love with the beautiful Jessie, a wealthy girl out of his humble class. Against the wishes of her snobbish aunt, she marries him, later faking a pregnancy to win her aunt's consent. But Jonas tires of living off of his wife's family, and eventually deserts her to become a buffalo hunter. 11 years later, with his self-made fortune, he sets out to return home, only to be set upon by three sadistic marauders, who steal his money and leave him for dead. Rescued by a farmer who nurses him back to health, Jonas becomes consumed by the desire for revenge. As fate would have it, all three men live close to Jonas' former home. Matters quickly get worse when Jonas reunites with his wife, only to discover that she is now engaged to Renne.",3.779,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/qO3XemtoN9e7AjSW2kA9EkZ7Mf7.jpg,['US'],en,"['Columbia Pictures', 'Mark Goodson-Bill Todman Productions', 'Sentinel Productions']","Western,Drama,Action",shootout,"Michael Rennie, Paul Fix, Gloria Grahame, Joan Blondell, Chuck Connors, Claude Akins, Gary Merrill, Kathryn Hays, Bill Bixby, Marissa Mathes, Bernard McEveety",Western Drama Action shootout en en MichaelRennie PaulFix GloriaGrahame JoanBlondell ChuckConnors ClaudeAkins GaryMerrill KathrynHays BillBixby MarissaMathes BernardMcEveety
tt0060903,GiulianoGemma FernandoSancho LorellaDeLuca NievesNavarro AntonioCasas DuccioTessari TunetVila,6.7,1965,95,The Return of Ringo,en,63260,Il ritorno di Ringo,"Once again billed as Montgomery Wood, Giuliano Gemma plays a civil war soldier who returns to his family land to find his family decimated, his property taken over by a family of Mexican bandits and his fiancee about to marry the Mexican gangster behind all this. Bent on revenge, he goes undercover disguised as a Mexican and discovers he has a daughter!",6.707,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/eiC4rgNbOT1V4cOMzH5tE9NMDte.jpg,"['IT', 'ES']",it,"['Balcázar', 'Produzione Cinematografica Mediterranee', 'Rizzoli Film']","Romance,Western","sequel,spaghetti western,civil war veteran","Giuliano Gemma, Fernando Sancho, Lorella De Luca, Nieves Navarro, Antonio Casas, Duccio Tessari, Tunet Vila",Romance Western sequel spaghetti western civil war veteran en it GiulianoGemma FernandoSancho LorellaDeLuca NievesNavarro AntonioCasas DuccioTessari TunetVila
tt0060955,RockHudson MurrayHamilton EdgarStehli JohnFrankenheimer FrankCampanella JohnRandolph FrancesReid BarbaraWerle DeeDeeYoung FrançoiseBush,7.6,1966,106,L'opération diabolique,fr,20620,Seconds,An unhappy middle-aged banker agrees to a procedure that will fake his death and give him a completely new look and identity – one that comes with its own price.,8.362,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/5G3q3OvulFTnFdiouaZdD8wjtIc.jpg,['US'],en,"['Gibraltar Productions', 'Joel Productions', 'John Frankenheimer Productions Inc.']","Science Fiction,Horror,Thriller,Sci-Fi",plastic surgery,"Rock Hudson, Murray Hamilton, Edgar Stehli, John Frankenheimer, Frank Campanella, John Randolph, Frances Reid, Barbara Werle, Dee Dee Young, Françoise Bush",Science Fiction Horror Thriller Sci-Fi plastic surgery fr en RockHudson MurrayHamilton EdgarStehli JohnFrankenheimer FrankCampanella JohnRandolph FrancesReid BarbaraWerle DeeDeeYoung FrançoiseBush
