tconst,Actors_names,averageRating,startYear,runtimeMinutes,title,language,tmdb_id,original_title,overview,popularity,poster_path,production_countries,spoken_languages,production_companies_name,genres,Keywords,actors,mots
tt0041117,RobertTaylor JohnHodiak ArleneDahl DonTaylor JeanHagen BruceCowling LeonAmes JohnMcIntire PatMoriarity CharlesStevens SamWood,6.5,1950,90,Embuscade,fr,151310,Ambush,A Westerner searches for a white woman held by the Apaches.,2.757,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/cmmfwAJH1AxV6moF8cqJPdgFfMI.jpg,['US'],en,['Metro-Goldwyn-Mayer'],"Western,Drama",apache nation,"Robert Taylor, John Hodiak, Arlene Dahl, Don Taylor, Jean Hagen, Bruce Cowling, Leon Ames, John McIntire, Pat Moriarity, Charles Stevens, Sam Wood",Western Drama apache nation fr en RobertTaylor JohnHodiak ArleneDahl DonTaylor JeanHagen BruceCowling LeonAmes JohnMcIntire PatMoriarity CharlesStevens SamWood
tt0041141,NinónSevilla TitoJunco AndreaPalma RubénRojo MiguelInclán JorgeMondragón MarujaGrifell LuisLópezSomoza MaríaGentilArcos MiguelManzano AlbertoGout,7.5,1950,101,Aventurière,fr,114896,Aventurera,"Left alone after her mother runs off with another man and her father kills himself, Elena attempts to make a new life for herself in a new city. Believing he's a friend, Elena goes to dinner with ""Pretty Boy"" Lucio, but he drugs her champagne and sells her to Rosaura, who runs a brothel out of her nightclub. Elena becomes a sensation as a dancer, but all the while she nurtures plans of revenge against those who have conspired against her.",1.686,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/A2hJ0jnC4GzEkzw8YOHp4bXAya0.jpg,['MX'],es,['Cinematográfica Calderón S.A.'],"Musical,Drama","musical,rumbera","Ninón Sevilla, Tito Junco, Andrea Palma, Rubén Rojo, Miguel Inclán, Jorge Mondragón, Maruja Grifell, Luis López Somoza, María Gentil Arcos, Miguel Manzano, Alberto Gout",Musical Drama musical rumbera fr es NinónSevilla TitoJunco AndreaPalma RubénRojo MiguelInclán JorgeMondragón MarujaGrifell LuisLópezSomoza MaríaGentilArcos MiguelManzano AlbertoGout
tt0041181,GeneKelly J.CarrolNaish TeresaCelli MarcLawrence FrankPuglia BarryKelley MarioSiletti CarlMilletaire PeterBrocco EleonoravonMendelssohn RichardThorpe,6.4,1950,92,Black Hand,en,41552,Black Hand,"In turn-of-the-century New York, an Italian seeks vengeance on the mobsters who killed his father.",1.604,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/6WfHXzS2CpXT3DRAwEkDnw7aJIj.jpg,['US'],"en,it",['Metro-Goldwyn-Mayer'],"Film-Noir,Drama,Thriller,Crime","immigrant,italian stereotype","Gene Kelly, J. Carrol Naish, Teresa Celli, Marc Lawrence, Frank Puglia, Barry Kelley, Mario Siletti, Carl Milletaire, Peter Brocco, Eleonora von Mendelssohn, Richard Thorpe",Film-Noir Drama Thriller Crime immigrant italian stereotype en en it GeneKelly J.CarrolNaish TeresaCelli MarcLawrence FrankPuglia BarryKelley MarioSiletti CarlMilletaire PeterBrocco EleonoravonMendelssohn RichardThorpe
tt0041694,BarbaraStanwyck JohnLund JaneCowl PhyllisThaxter LyleBettger HenryO'Neill RichardDenning CaroleMathews HarryAntrim CatherineCraig,7.3,1950,98,I Married a Dead Man,en,40767,No Man of Her Own,A penniless pregnant woman adopts the identity of a rich woman killed in a train crash.,3.959,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/pYJukaE6s3AwHXJ1pQl8PEVlozx.jpg,['US'],en,['Paramount'],"Film-Noir,Drama,Romance","blackmail,train crash,film noir,stolen identity,unmarried mother,jilted woman,domestic,melodrama","Barbara Stanwyck, John Lund, Jane Cowl, Phyllis Thaxter, Lyle Bettger, Henry O'Neill, Richard Denning, Carole Mathews, Harry Antrim, Catherine Craig",Film-Noir Drama Romance blackmail train crash film noir stolen identity unmarried mother jilted woman domestic melodrama en en BarbaraStanwyck JohnLund JaneCowl PhyllisThaxter LyleBettger HenryO'Neill RichardDenning CaroleMathews HarryAntrim CatherineCraig
tt0041719,JeanMarais FrançoisPérier MaríaCasares MarieDéa HenriCrémieux JulietteGréco RogerBlin EdouardDermithe AndréCarnège JeanCocteau,7.9,1950,112,Orphée,fr,4558,Orphée,A poet in love with Death follows his unhappy wife into the underworld.,6.808,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/ysevOQ1qRChVdWnhvCnB4izaW9d.jpg,['FR'],fr,"['Films du Palais Royal', 'Andre Paulve Film']","Romance,Drama,Fantasy","paris, france,orpheus,mythology,greek mythology","Jean Marais, François Périer, María Casares, Marie Déa, Henri Crémieux, Juliette Gréco, Roger Blin, Edouard Dermithe, André Carnège, Jean Cocteau",Romance Drama Fantasy paris  france orpheus mythology greek mythology fr fr JeanMarais FrançoisPérier MaríaCasares MarieDéa HenriCrémieux JulietteGréco RogerBlin EdouardDermithe AndréCarnège JeanCocteau
tt0042200,J.CarrolNaish BettyHutton HowardKeel LouisCalhern EdwardArnold KeenanWynn BenayVenuta ClintonSundberg DorothyAbbott BetteArlen GeorgeSidney,6.9,1950,107,Annie Get Your Gun,en,25209,Annie Get Your Gun,Gunslinger Annie Oakley romances fellow sharpshooter Frank Butler as they travel with Buffalo Bill's Wild West Show.,6.471,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/jyHMlEbmG0IYcAo2m3nfpkx7LXh.jpg,['US'],en,['Metro-Goldwyn-Mayer'],"Comedy,Romance,Western,Musical,Action,Music","musical,annie oakley,sharpshooter,wild west show","J. Carrol Naish, Betty Hutton, Howard Keel, Louis Calhern, Edward Arnold, Keenan Wynn, Benay Venuta, Clinton Sundberg, Dorothy Abbott, Bette Arlen, George Sidney",Comedy Romance Western Musical Action Music musical annie oakley sharpshooter wild west show en en J.CarrolNaish BettyHutton HowardKeel LouisCalhern EdwardArnold KeenanWynn BenayVenuta ClintonSundberg DorothyAbbott BetteArlen GeorgeSidney
tt0042256,TyronePower OrsonWelles CécileAubry JackHawkins MichaelRennie FinlayCurrie HerbertLom MaryClare RobertBlake AlfonsoBedoya,6.2,1950,120,La rose noire,fr,44398,The Black Rose,"In the 13th century, Walter of Gurnie, a disinherited Saxon youth, is forced to flee England. With his friend, Tristram, he falls in with the army of the fierce but avuncular General Bayan, and journeys all the way to China, where both men become involved in intrigues in the court of Kublai Khan.",3.062,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/g8038EuXcIIT10TCj6H3iDSf6xJ.jpg,"['GB', 'US']",en,['20th Century Fox'],"Adventure,Romance,History,War",,"Tyrone Power, Orson Welles, Cécile Aubry, Jack Hawkins, Michael Rennie, Finlay Currie, Herbert Lom, Mary Clare, Robert Blake, Alfonso Bedoya",Adventure Romance History War  fr en TyronePower OrsonWelles CécileAubry JackHawkins MichaelRennie FinlayCurrie HerbertLom MaryClare RobertBlake AlfonsoBedoya
tt0042276,JudyHolliday WilliamHolden BroderickCrawford HowardSt.John FrankOtto LarryOliver BarbaraBrown GrandonRhodes ClaireCarleton ChetBrandenburg,7.5,1950,103,Comment l'esprit vient aux femmes,fr,24481,Born Yesterday,"Uncouth, loud-mouth junkyard tycoon Harry Brock descends upon Washington D.C. to buy himself a congressman or two, bringing with him his mistress, ex-showgirl Billie Dawn.",8.31,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/5KWpPOwBm53hs9J8JAscd5WI1jo.jpg,['US'],en,['Columbia Pictures'],"Comedy,Romance,Drama","washington dc, usa,congress,tycoon,based on play or musical,political satire","Judy Holliday, William Holden, Broderick Crawford, Howard St. John, Frank Otto, Larry Oliver, Barbara Brown, Grandon Rhodes, Claire Carleton, Chet Brandenburg",Comedy Romance Drama washington dc  usa congress tycoon based on play or musical political satire fr en JudyHolliday WilliamHolden BroderickCrawford HowardSt.John FrankOtto LarryOliver BarbaraBrown GrandonRhodes ClaireCarleton ChetBrandenburg
tt0042279,AlanLadd MonaFreeman CharlesBickford RobertKeith JosephCalleia PeterHansen SelenaRoyle TomTully JohnBerkes MilburnStone,6.7,1950,104,Marqué au fer,fr,160783,Branded,"A gunfighter takes part in a scheme to bilk a wealthy cattle family out of half a million dollars by pretending to be their son, who was kidnapped as child.",3.953,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/e84Md7wUVzpOHaAPt02i2yUc061.jpg,['US'],en,['Paramount'],"Adventure,Romance,Western",gunfighter,"Alan Ladd, Mona Freeman, Charles Bickford, Robert Keith, Joseph Calleia, Peter Hansen, Selena Royle, Tom Tully, John Berkes, Milburn Stone",Adventure Romance Western gunfighter fr en AlanLadd MonaFreeman CharlesBickford RobertKeith JosephCalleia PeterHansen SelenaRoyle TomTully JohnBerkes MilburnStone
tt0042285,GaryCooper LaurenBacall PatriciaNeal JackCarson DonaldCrisp GladysGeorge ElizabethPatterson JeffCorey TaylorHolmes ThurstonHall MichaelCurtiz,6.7,1950,110,Bright Leaf,en,83116,Bright Leaf,Two tobacco growers battle for control of the cigarette market.,1.923,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/3zNlVaHbobs4sfo0xK77R15oJJ.jpg,['US'],en,['Warner Bros. Pictures'],"Romance,Drama",tobacco,"Gary Cooper, Lauren Bacall, Patricia Neal, Jack Carson, Donald Crisp, Gladys George, Elizabeth Patterson, Jeff Corey, Taylor Holmes, Thurston Hall, Michael Curtiz",Romance Drama tobacco en en GaryCooper LaurenBacall PatriciaNeal JackCarson DonaldCrisp GladysGeorge ElizabethPatterson JeffCorey TaylorHolmes ThurstonHall MichaelCurtiz
tt0042286,JamesStewart JeffChandler DebraPaget BasilRuysdael WillGeer JoyceMackenzie ArthurHunnicutt RobertAdler TrevorBardette ChrisWillowBird DelmerDaves,7.2,1950,93,La flèche brisée,fr,37292,Broken Arrow,"Indian scout Tom Jeffords is sent out to stem the war between the Whites and Apaches in the late 1870s. He learns that the Indians kill only to protect themselves, or out of retaliation for white atrocities.",14.948,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/1gafYQCpDxtfIj7HYBNs4Z3m4oW.jpg,['US'],en,['20th Century Fox'],"Romance,Western,Drama","peace,settler,mail","James Stewart, Jeff Chandler, Debra Paget, Basil Ruysdael, Will Geer, Joyce Mackenzie, Arthur Hunnicutt, Robert Adler, Trevor Bardette, Chris Willow Bird, Delmer Daves",Romance Western Drama peace settler mail fr en JamesStewart JeffChandler DebraPaget BasilRuysdael WillGeer JoyceMackenzie ArthurHunnicutt RobertAdler TrevorBardette ChrisWillowBird DelmerDaves
tt0042325,RonaldColman CelesteHolm VincentPrice BarbaraBritton ArtLinkletter GabrielHeatter GeorgeFisher ByronFoulger EllyeMarshall ViciRaaf RichardWhorf,7.4,1950,99,Champagne for Caesar,en,41084,Champagne for Caesar,"When jobless genius Beauregard Bottomley interviews with Burnbridge Waters for a position at Waters' soap company, the owner rudely turns Bottomley down. As revenge, Bottomley enters a TV quiz show that Waters' company sponsors, with the goal of winning until he bankrupts the businessman. When Bottomley keeps acing the questions, becoming a media sensation, Waters desperately calls on vixen Flame O'Neal to uncover Bottomley's area of weakness.",1.771,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/jVigwtKTVb9YnoZ4yi3Je5vx88y.jpg,['US'],en,['Cardinal Pictures (II)'],"Comedy,Romance","parrot,encyclopedia,quiz,revenge,physicist,los angeles, california","Ronald Colman, Celeste Holm, Vincent Price, Barbara Britton, Art Linkletter, Gabriel Heatter, George Fisher, Byron Foulger, Ellye Marshall, Vici Raaf, Richard Whorf",Comedy Romance parrot encyclopedia quiz revenge physicist los angeles  california en en RonaldColman CelesteHolm VincentPrice BarbaraBritton ArtLinkletter GabrielHeatter GeorgeFisher ByronFoulger EllyeMarshall ViciRaaf RichardWhorf
tt0042352,LeonAmes CaryGrant JoséFerrer PaulaRaymond SigneHasso RamonNovarro GilbertRoland LillianAdams CarlosBarbe RichardBrooks,6.7,1950,95,Basra,en,52364,Crisis,An American doctor gets caught in the middle of a revolution when he's forced to operate on a South American dictator.,1.687,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/9WzagSdW1z9ekz6wH5xpVvYkqJY.jpg,['US'],"en,es","[""Loew's Incorporated"", 'Metro-Goldwyn-Mayer']","Romance,Drama,Thriller,Crime","brain tumor,vacation,dictatorship,doctor,brain surgeon","Leon Ames, Cary Grant, José Ferrer, Paula Raymond, Signe Hasso, Ramon Novarro, Gilbert Roland, Lillian Adams, Carlos Barbe, Richard Brooks",Romance Drama Thriller Crime brain tumor vacation dictatorship doctor brain surgeon en en es LeonAmes CaryGrant JoséFerrer PaulaRaymond SigneHasso RamonNovarro GilbertRoland LillianAdams CarlosBarbe RichardBrooks
tt0042355,MassimoGirotti LuciaBosè FerdinandoSarmi RubiDalma AnitaFarra MichelangeloAntonioni,7.1,1950,98,Story of a Love Affair,en,49781,Cronaca di un amore,"Paola (Lucia Bose) is the beautiful and jealously-guarded younger wife of a shady factory owner, Enrico Fontana (Massimo Girotti). In order to investigate her romantic history he hires a private detective, which ironically brings Paola back into contact with former lover Guido, with whom she resurrects a lost passion. Dogged by the suspicions of their respective mates, they are drawn closer to each other in the face of adversity, and begin to plot Enrico's demise. But when the challenge of being together falls away, will the passion start to wane? A masterpiece of intensity and finely-wrought emotion.",6.531,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/9afrreOCHzCPF0Zft7ptWVbk3xr.jpg,['IT'],it,"['Fincine', 'Villani Film']","Romance,Drama,Crime",,"Massimo Girotti, Lucia Bosè, Ferdinando Sarmi, Rubi Dalma, Anita Farra, Michelangelo Antonioni",Romance Drama Crime  en it MassimoGirotti LuciaBosè FerdinandoSarmi RubiDalma AnitaFarra MichelangeloAntonioni
tt0042367,JoséFerrer MalaPowers WilliamPrince MorrisCarnovsky RalphClanton LloydCorrigan VirginiaFarmer EdgarBarrier ElenaVerdugo AlbertCavens MichaelGordon,7.4,1950,113,Cyrano de Bergerac,en,43386,Cyrano de Bergerac,"France, 1640. Cyrano, the charismatic swordsman-poet with the absurd nose, hopelessly loves the beauteous Roxane; she, in turn, confesses to Cyrano her love for the handsome but tongue-tied Christian. The chivalrous Cyrano sets up with Christian an innocent deception, with tragic results.",5.686,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/l4JFOXslwb90opz8xozfIhPke8z.jpg,['US'],en,['Stanley Kramer Productions'],"Adventure,Romance,Drama","paris, france,poet,nose,based on play or musical,swordsman,unrequited love,17th century","José Ferrer, Mala Powers, William Prince, Morris Carnovsky, Ralph Clanton, Lloyd Corrigan, Virginia Farmer, Edgar Barrier, Elena Verdugo, Albert Cavens, Michael Gordon",Adventure Romance Drama paris  france poet nose based on play or musical swordsman unrequited love 17th century en en JoséFerrer MalaPowers WilliamPrince MorrisCarnovsky RalphClanton LloydCorrigan VirginiaFarmer EdgarBarrier ElenaVerdugo AlbertCavens MichaelGordon
tt0042372,GaryCooper RuthRoman SteveCochran RaymondMassey BarbaraPayton LeifErickson AntonioMoreno JeromeCowan ReedHadley GilDonaldson,6.2,1950,94,"Dallas, ville frontière",fr,113921,Dallas,"After the Civil War, Confederate soldier Blayde Hollister travels to Dallas to avenge the savage murder of his family. Discovering his enemy is now an esteemed citizen, Hollister plots to expose the outlaw and his syndicate.",2.454,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/szVFvCur0ZMpvu2wSICtZKxHmMq.jpg,['US'],en,['Warner Bros. Pictures'],"Western,Action","dallas texas,wild bill hickok","Gary Cooper, Ruth Roman, Steve Cochran, Raymond Massey, Barbara Payton, Leif Erickson, Antonio Moreno, Jerome Cowan, Reed Hadley, Gil Donaldson",Western Action dallas texas wild bill hickok fr en GaryCooper RuthRoman SteveCochran RaymondMassey BarbaraPayton LeifErickson AntonioMoreno JeromeCowan ReedHadley GilDonaldson
tt0042382,JuneHaver GordonMacRae JamesBarton S.Z.Sakall GeneNelson SeanMcClory DebbieReynolds MarciaMaeJones JaneDarwell VirginiaLee DavidButler,6.5,1950,104,The Daughter of Rosie O'Grady,en,134439,The Daughter of Rosie O'Grady,An Irish horsecar driver's daughter meets New York showman Tony Pastor and goes into vaudeville.,1.4,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/xsq5LAmTzJlmmfELyg73je51y9a.jpg,['US'],en,['Warner Bros. Pictures'],"Comedy,Musical,Music",vaudeville,"June Haver, Gordon MacRae, James Barton, S.Z. Sakall, Gene Nelson, Sean McClory, Debbie Reynolds, Marcia Mae Jones, Jane Darwell, Virginia Lee, David Butler",Comedy Musical Music vaudeville en en JuneHaver GordonMacRae JamesBarton S.Z.Sakall GeneNelson SeanMcClory DebbieReynolds MarciaMaeJones JaneDarwell VirginiaLee DavidButler
tt0042417,JohnLund ClintonSundberg PaulaRaymond EstherWilliams VanJohnson ConnieHaines MelTormé AmandaBlake TommyFarrell SigArno RobertZ.Leonard,6.3,1950,98,Jamais deux sans toi,fr,103927,Duchess of Idaho,"Ellen Hallit is in love with her playboy boss, Douglas Morrison, but is too timid to do anything about it. To help her, her roommate Chris decides to step in, and devises a plan. Chris follows Morrison on his trip to Sun Valley, Idaho and plays the overattentive female, hoping that he will send for Ellen (who often played his ""fiancée"" when he had a female he couldn't discourage otherwise.) Complications arise when Chris catches the eye of band leader Dick Layne, and finds herself caught in a triangle between the two men.",1.983,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/d2FgTBql8pWZkQlH0211ds9xkrI.jpg,['US'],en,['Metro-Goldwyn-Mayer'],"Comedy,Romance,Musical,Music","musical,womanizer,swimmer","John Lund, Clinton Sundberg, Paula Raymond, Esther Williams, Van Johnson, Connie Haines, Mel Tormé, Amanda Blake, Tommy Farrell, Sig Arno, Robert Z. Leonard",Comedy Romance Musical Music musical womanizer swimmer fr en JohnLund ClintonSundberg PaulaRaymond EstherWilliams VanJohnson ConnieHaines MelTormé AmandaBlake TommyFarrell SigArno RobertZ.Leonard
tt0042447,BobHope LucilleBall BruceCabot JackKirkwood LeaPenman HughFrench EricBlore JosephVitale JohnAlexander NormaVarden GeorgeMarshall,6.5,1950,92,Propre à rien!,fr,55441,Fancy Pants,"An American actor, impersonating an English butler, is hired by a rich woman from New Mexico to refine her husband and headstrong daughter. The complications increase when the town believes the actor/butler to be an earl and President Roosevelt decides to pay a visit.",2.262,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/zGdQJlatFeexcPU82UTSnnq9jns.jpg,['US'],en,['Paramount'],"Comedy,Musical,Western,Music","daughter,butler,musical,president,nouveau riche","Bob Hope, Lucille Ball, Bruce Cabot, Jack Kirkwood, Lea Penman, Hugh French, Eric Blore, Joseph Vitale, John Alexander, Norma Varden, George Marshall",Comedy Musical Western Music daughter butler musical president nouveau riche fr en BobHope LucilleBall BruceCabot JackKirkwood LeaPenman HughFrench EricBlore JosephVitale JohnAlexander NormaVarden GeorgeMarshall
tt0042451,DonTaylor TaylorHolmes SpencerTracy JoanBennett ElizabethTaylor BillieBurke LeoG.Carroll MoroniOlsen MelvilleCooper PaulHarvey,7.1,1950,92,Le père de la mariée,fr,20758,Father of the Bride,"Proud father Stanley Banks remembers the day his daughter, Kay, got married. Starting when she announces her engagement through to the wedding itself, we learn of all the surprises and disasters along the way.",8.477,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/sygyqqXq41SBZiYjY8nuQRAcuUv.jpg,['US'],en,['Metro-Goldwyn-Mayer'],"Comedy,Romance,Family,Drama","marriage,engagement","Don Taylor, Taylor Holmes, Spencer Tracy, Joan Bennett, Elizabeth Taylor, Billie Burke, Leo G. Carroll, Moroni Olsen, Melville Cooper, Paul Harvey",Comedy Romance Family Drama marriage engagement fr en DonTaylor TaylorHolmes SpencerTracy JoanBennett ElizabethTaylor BillieBurke LeoG.Carroll MoroniOlsen MelvilleCooper PaulHarvey
tt0042490,BarbaraStanwyck GilbertRoland WendellCorey WalterHuston JudithAnderson ThomasGomez BeulahBondi AlbertDekker JohnBromfield WallaceFord AnthonyMann,7.3,1950,109,Les furies,fr,28304,The Furies,"A New Mexico cattle man and his strong-willed daughter clash over the man's choice for a new bride. Things get worse when the elder man has his daughter's lover hanged. With the help of an old flame, a gambler, the daughter puts into motion a plan to drive her father from his estate.",2.492,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/kVlgoW4LWj8Uxr5fXuFi6qhpzP0.jpg,['US'],"es,en","['Hal Wallis Productions', 'Paramount']","Romance,Western,Drama","new mexico,patriarch,squatter,stepmother,cattle,hanging,bankruptcy","Barbara Stanwyck, Gilbert Roland, Wendell Corey, Walter Huston, Judith Anderson, Thomas Gomez, Beulah Bondi, Albert Dekker, John Bromfield, Wallace Ford, Anthony Mann",Romance Western Drama new mexico patriarch squatter stepmother cattle hanging bankruptcy fr es en BarbaraStanwyck GilbertRoland WendellCorey WalterHuston JudithAnderson ThomasGomez BeulahBondi AlbertDekker JohnBromfield WallaceFord AnthonyMann
tt0042522,JackHawkins HerbertLom DouglasFairbanksJr. GlynisJohns WalterRilla KarelStepanek LeonardSachs RobertAyres HowardDouglas SidneyGilliat,7.0,1950,97,Secret d'état,fr,118236,State Secret,"Visiting in England, an American surgeon Doctor John Marlowe is decoyed to a middle European country, and discovers the operation he is to perform is on the Vosnian dictator. When the latter dies, he is replaced by a look-alike, but Marlowe then becomes the object of a shoot-to-kill, vicious pursuit by the secret police of Vosnia since it is vital to Vosnia that the dictator's death does not become known. Fleeing, he seeks help from an actress, Lisa Robinson, and the two are harried across the countryside.",3.072,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/8WRphRz9yn5nJtV8faSy4PRy0GB.jpg,['GB'],en,"['London Films Productions', 'British Lion Films']","Romance,Drama,Thriller","operation,dictator","Jack Hawkins, Herbert Lom, Douglas Fairbanks Jr., Glynis Johns, Walter Rilla, Karel Stepanek, Leonard Sachs, Robert Ayres, Howard Douglas, Sidney Gilliat",Romance Drama Thriller operation dictator fr en JackHawkins HerbertLom DouglasFairbanksJr. GlynisJohns WalterRilla KarelStepanek LeonardSachs RobertAyres HowardDouglas SidneyGilliat
tt0042634,GeorgeSidney ClarkGable LorettaYoung FrankMorgan MarilynMaxwell RaymondBurr JamesGleason LewisStone RaymondWalburn PamelaBritton ZamahCunningham,6.4,1950,101,La clé sous la porte,fr,150572,Key to the City,"At a mayors convention in San Francisco, ex-longshoreman Steve Fisk meets Clarissa Standish from New England. Fisk is mayor of ""Puget City"" and is proud of his rough and tumble background. Standish is mayor of ""Winona, Maine"", and is equally proud of her education and dedication to the people who elected her. Thrown together, the two opposites attract and their escapades during the convention get each of them in hot water back home. Written by Ron Kerrigan",0.891,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/61Z87n01cx0NLCKqscLiqZdxUsZ.jpg,['US'],en,['Metro-Goldwyn-Mayer'],"Comedy,Romance",politician,"George Sidney, Clark Gable, Loretta Young, Frank Morgan, Marilyn Maxwell, Raymond Burr, James Gleason, Lewis Stone, Raymond Walburn, Pamela Britton, Zamah Cunningham",Comedy Romance politician fr en GeorgeSidney ClarkGable LorettaYoung FrankMorgan MarilynMaxwell RaymondBurr JamesGleason LewisStone RaymondWalburn PamelaBritton ZamahCunningham
tt0042646,DeborahKerr StewartGranger RichardCarlson HugoHaas LowellGilmore ComptonBennett,6.8,1950,103,Les mines du roi Salomon,fr,43388,King Solomon's Mines,Adventurer Allan Quartermain leads an expedition into uncharted African territory in an attempt to locate an explorer who went missing during his search for the fabled diamond mines of King Solomon.,7.815,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/s5T4Da7d3f255YRyaWfhMWfoBKK.jpg,['US'],en,['Metro-Goldwyn-Mayer'],"Adventure,Romance,Action","based on novel or book,africa,diamond mine,wildlife,jungle,animal,adventurer,allan quatermain,19th century","Deborah Kerr, Stewart Granger, Richard Carlson, Hugo Haas, Lowell Gilmore, Compton Bennett",Adventure Romance Action based on novel or book africa diamond mine wildlife jungle animal adventurer allan quatermain 19th century fr en DeborahKerr StewartGranger RichardCarlson HugoHaas LowellGilmore ComptonBennett
tt0042648,BarbaraPayton JamesCagney HelenaCarter WardBond LutherAdler BartonMacLane SteveBrodie RhysWilliams HerbertHeyes JohnLitel GordonDouglas,7.1,1950,102,Kiss Tomorrow Goodbye,en,18262,Kiss Tomorrow Goodbye,"Ralph Cotter, a ruthless criminal, escapes violently from a farm prison. Then, he seduces a dead inmate’s sister, gets back quickly into the crime business, faces corrupt local cops who run the city’s underworld and meets a powerful tycoon’s whimsical daughter.",3.939,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/g5kLnnT7prY9WNPvedHMuh9QsIt.jpg,['US'],en,['William Cagney Productions'],"Film-Noir,Thriller,Crime","trial,prison escape,film noir,police corruption,courtroom,criminal gang,business tycoon","Barbara Payton, James Cagney, Helena Carter, Ward Bond, Luther Adler, Barton MacLane, Steve Brodie, Rhys Williams, Herbert Heyes, John Litel, Gordon Douglas",Film-Noir Thriller Crime trial prison escape film noir police corruption courtroom criminal gang business tycoon en en BarbaraPayton JamesCagney HelenaCarter WardBond LutherAdler BartonMacLane SteveBrodie RhysWilliams HerbertHeyes JohnLitel GordonDouglas
tt0042687,RonaldReagan CharlesCoburn RuthHussey EdmundGwenn SpringByington PiperLaurie ScottyBeckett JimmyHunt ConnieGilchrist WillardWaterman AlexanderHall,6.7,1950,90,On aime à tout âge,fr,99492,Louisa,"Architect Hal Norton and wife Meg invite his widowed mother Louisa to move in with them, only to discover the sweet elderly lady is romantically involved with what seems to be every old coot in town.",1.386,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/pCXoP0qxS6G4CEi736jAKoazKM7.jpg,['US'],en,['Universal International Pictures'],"Comedy,Romance",,"Ronald Reagan, Charles Coburn, Ruth Hussey, Edmund Gwenn, Spring Byington, Piper Laurie, Scotty Beckett, Jimmy Hunt, Connie Gilchrist, Willard Waterman, Alexander Hall",Comedy Romance  fr en RonaldReagan CharlesCoburn RuthHussey EdmundGwenn SpringByington PiperLaurie ScottyBeckett JimmyHunt ConnieGilchrist WillardWaterman AlexanderHall
tt0042692,PeppinoDeFilippo CarlaDelPoggio GiuliettaMasina JohnKitzmiller DanteMaggio CheccoDurante GinaMascetti GiulioCalì SilvioBagolini GiacomoFuria FedericoFellini AlbertoLattuada,7.1,1950,97,Lights of Variety,en,43389,Luci del varietà,"In Italy, Checco Dal Monte manages a troupe of traveling performers with plenty of heart but minimal talent. At a small town engagement, he encounters the starry-eyed, gorgeous Lily Antonelli, and hires her as a dancer on the show. Vivacious Lily quickly sells out crowds and earns the resentment of Checco's mistress, Melina Amour, but the fledgling performer has far bigger ambitions and soon sets her sights on a higher-profile role.",5.936,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/ky6NJVEoEj4o1F7lCVzUznElWgE.jpg,['IT'],"en,it",['Capitolium'],"Romance,Drama,Music",black and white,"Peppino De Filippo, Carla Del Poggio, Giulietta Masina, John Kitzmiller, Dante Maggio, Checco Durante, Gina Mascetti, Giulio Calì, Silvio Bagolini, Giacomo Furia, Federico Fellini, Alberto Lattuada",Romance Drama Music black and white en en it PeppinoDeFilippo CarlaDelPoggio GiuliettaMasina JohnKitzmiller DanteMaggio CheccoDurante GinaMascetti GiulioCalì SilvioBagolini GiacomoFuria FedericoFellini AlbertoLattuada
