,tconst,averageRating,numVotes,originalTitle,startYear,runtimeMinutes,title,language,tmdb_id,overview,popularity,poster_path,production_countries,genres,teaser_link,Keywords,Actors_names,Actors_names2,mots
0,tt0041117,6.5,864,Ambush,1950,90,Embuscade,fr,151310,A Westerner searches for a white woman held by the Apaches.,2.757,https://image.tmdb.org/t/p/original/cmmfwAJH1AxV6moF8cqJPdgFfMI.jpg,['US'],"Western,Drama",Bande-annonce non trouvée,apache nation,"Robert Taylor,John Hodiak,Arlene Dahl,Don Taylor,Jean Hagen,Bruce Cowling,Leon Ames,John McIntire,Pat Moriarity,Charles Stevens,Sam Wood",RobertTaylor JohnHodiak ArleneDahl DonTaylor JeanHagen BruceCowling LeonAmes JohnMcIntire PatMoriarity CharlesStevens SamWood,Western Drama apache nation fr RobertTaylor JohnHodiak ArleneDahl DonTaylor JeanHagen BruceCowling LeonAmes JohnMcIntire PatMoriarity CharlesStevens SamWood
1,tt0041181,6.4,951,Black Hand,1950,92,Black Hand,en,41552,"In turn-of-the-century New York, an Italian seeks vengeance on the mobsters who killed his father.",1.604,https://image.tmdb.org/t/p/original/6WfHXzS2CpXT3DRAwEkDnw7aJIj.jpg,['US'],"Film-Noir,Drama,Thriller,Crime",Bande-annonce non trouvée,"immigrant,italian stereotype","Gene Kelly,J. Carrol Naish,Teresa Celli,Marc Lawrence,Frank Puglia,Barry Kelley,Mario Siletti,Carl Milletaire,Peter Brocco,Eleonora von Mendelssohn,Richard Thorpe",GeneKelly J.CarrolNaish TeresaCelli MarcLawrence FrankPuglia BarryKelley MarioSiletti CarlMilletaire PeterBrocco EleonoravonMendelssohn RichardThorpe,Film-Noir Drama Thriller Crime immigrant italian stereotype en GeneKelly J.CarrolNaish TeresaCelli MarcLawrence FrankPuglia BarryKelley MarioSiletti CarlMilletaire PeterBrocco EleonoravonMendelssohn RichardThorpe
2,tt0041387,6.4,1455,Francis,1950,91,"Francis, le mulet qui parle",fr,43387,"The truthful soldier Stirling didn't know how to lie about his source of information, the talking army Mule, Francis, so he was treated as a lunatic and led to one after another hilarious situations, where the mule was the only one that appeared in his right mind. In the process of all this, the mule assisted in uncovering a spy, Mareen, who pretended to be lost among the jungles, but was actually...",5.197,https://image.tmdb.org/t/p/original/bKjJYQzIVrMKjehGq8xKrEWNebq.jpg,['US'],"Comedy,Family,War,Drama,Fantasy",Bande-annonce non trouvée,"based on novel or book,horse,sergeant,mule,psychotronic film,animals family","John McIntire,Donald O'Connor,Patricia Medina,Zasu Pitts,Ray Collins,Eduard Franz,Howland Chamberlain,James Todd,Robert Warwick,Frank Faylen,Arthur Lubin",JohnMcIntire DonaldO'Connor PatriciaMedina ZasuPitts RayCollins EduardFranz HowlandChamberlain JamesTodd RobertWarwick FrankFaylen ArthurLubin,Comedy Family War Drama Fantasy based on novel or book horse sergeant mule psychotronic film animals family fr JohnMcIntire DonaldO'Connor PatriciaMedina ZasuPitts RayCollins EduardFranz HowlandChamberlain JamesTodd RobertWarwick FrankFaylen ArthurLubin
3,tt0041694,7.3,2899,No Man of Her Own,1950,98,I Married a Dead Man,en,40767,A penniless pregnant woman adopts the identity of a rich woman killed in a train crash.,3.959,https://image.tmdb.org/t/p/original/pYJukaE6s3AwHXJ1pQl8PEVlozx.jpg,['US'],"Film-Noir,Drama,Romance",Bande-annonce non trouvée,"blackmail,train crash,film noir,stolen identity,unmarried mother,jilted woman,domestic,melodrama","Barbara Stanwyck,John Lund,Jane Cowl,Phyllis Thaxter,Lyle Bettger,Henry O'Neill,Richard Denning,Carole Mathews,Harry Antrim,Catherine Craig",BarbaraStanwyck JohnLund JaneCowl PhyllisThaxter LyleBettger HenryO'Neill RichardDenning CaroleMathews HarryAntrim CatherineCraig,Film-Noir Drama Romance blackmail train crash film noir stolen identity unmarried mother jilted woman domestic melodrama en BarbaraStanwyck JohnLund JaneCowl PhyllisThaxter LyleBettger HenryO'Neill RichardDenning CaroleMathews HarryAntrim CatherineCraig
4,tt0041719,7.9,13387,Orphée,1950,112,Orphée,fr,4558,A poet in love with Death follows his unhappy wife into the underworld.,6.808,https://image.tmdb.org/t/p/original/ysevOQ1qRChVdWnhvCnB4izaW9d.jpg,['FR'],"Romance,Drama,Fantasy",Bande-annonce non trouvée,"paris, france,orpheus,mythology,greek mythology","Jean Marais,François Périer,María Casares,Marie Déa,Henri Crémieux,Juliette Gréco,Roger Blin,Edouard Dermithe,André Carnège,Jean Cocteau",JeanMarais FrançoisPérier MaríaCasares MarieDéa HenriCrémieux JulietteGréco RogerBlin EdouardDermithe AndréCarnège JeanCocteau,Romance Drama Fantasy paris  france orpheus mythology greek mythology fr JeanMarais FrançoisPérier MaríaCasares MarieDéa HenriCrémieux JulietteGréco RogerBlin EdouardDermithe AndréCarnège JeanCocteau
5,tt0042200,6.9,5267,Annie Get Your Gun,1950,107,Annie Get Your Gun,en,25209,Gunslinger Annie Oakley romances fellow sharpshooter Frank Butler as they travel with Buffalo Bill's Wild West Show.,6.471,https://image.tmdb.org/t/p/original/jyHMlEbmG0IYcAo2m3nfpkx7LXh.jpg,['US'],"Comedy,Romance,Western,Musical,Action,Music",Bande-annonce non trouvée,"musical,annie oakley,sharpshooter,wild west show","J. Carrol Naish,Betty Hutton,Howard Keel,Louis Calhern,Edward Arnold,Keenan Wynn,Benay Venuta,Clinton Sundberg,Dorothy Abbott,Bette Arlen,George Sidney",J.CarrolNaish BettyHutton HowardKeel LouisCalhern EdwardArnold KeenanWynn BenayVenuta ClintonSundberg DorothyAbbott BetteArlen GeorgeSidney,Comedy Romance Western Musical Action Music musical annie oakley sharpshooter wild west show en J.CarrolNaish BettyHutton HowardKeel LouisCalhern EdwardArnold KeenanWynn BenayVenuta ClintonSundberg DorothyAbbott BetteArlen GeorgeSidney
6,tt0042235,7.4,1811,La beauté du diable,1950,95,The Beauty of the Devil,en,58513,"Henri Faust, retiring after 50 years as a professor in a circa-1700 French university, despairs at the ravages of old age ... whereupon Mephistopheles, agent of Lucifer, appears as a virile, handsome young man  and exchanges bodies with him to induce Faust to sign a pact to exchange his soul for renewed youth, riches and power.  But though the ""new"" Faust is attracted by the material improvements in his life, he remains wary of signing, while Mephistopheles, now posing as the aged professor whose body he inhabits, must find a way to trick him into signing the pact - and dissuade him from the love of a gypsy girl who prays for his soul - or find himself damned by his own Master...",3.826,https://image.tmdb.org/t/p/original/1fZMbQIBqigmQ1TfxKxwgQEZdi2.jpg,['FR'],"Comedy,Drama,Fantasy",https://www.youtube.com/watch?v=JVBY8SwhD9o,"eternal youth,lucifer","Michel Simon,Gérard Philipe,Nicole Besnard,Simone Valère,Carlo Ninchi,Raymond Cordy,Tullio Carminati,Paolo Stoppa,Gaston Modot,René Clair",MichelSimon GérardPhilipe NicoleBesnard SimoneValère CarloNinchi RaymondCordy TullioCarminati PaoloStoppa GastonModot RenéClair,Comedy Drama Fantasy eternal youth lucifer en MichelSimon GérardPhilipe NicoleBesnard SimoneValère CarloNinchi RaymondCordy TullioCarminati PaoloStoppa GastonModot RenéClair
7,tt0042256,6.2,2457,The Black Rose,1950,120,La rose noire,fr,44398,"In the 13th century, Walter of Gurnie, a disinherited Saxon youth, is forced to flee England. With his friend, Tristram, he falls in with the army of the fierce but avuncular General Bayan, and journeys all the way to China, where both men become involved in intrigues in the court of Kublai Khan.",3.062,https://image.tmdb.org/t/p/original/g8038EuXcIIT10TCj6H3iDSf6xJ.jpg,"['GB', 'US']","Adventure,Romance,History,War",Bande-annonce non trouvée,,"Tyrone Power,Orson Welles,Cécile Aubry,Jack Hawkins,Michael Rennie,Finlay Currie,Herbert Lom,Mary Clare,Robert Blake,Alfonso Bedoya",TyronePower OrsonWelles CécileAubry JackHawkins MichaelRennie FinlayCurrie HerbertLom MaryClare RobertBlake AlfonsoBedoya,Adventure Romance History War  fr TyronePower OrsonWelles CécileAubry JackHawkins MichaelRennie FinlayCurrie HerbertLom MaryClare RobertBlake AlfonsoBedoya
8,tt0042276,7.5,12402,Born Yesterday,1950,103,Comment l'esprit vient aux femmes,fr,24481,"Uncouth, loud-mouth junkyard tycoon Harry Brock descends upon Washington D.C. to buy himself a congressman or two, bringing with him his mistress, ex-showgirl Billie Dawn.",8.31,https://image.tmdb.org/t/p/original/5KWpPOwBm53hs9J8JAscd5WI1jo.jpg,['US'],"Comedy,Romance,Drama",Bande-annonce non trouvée,"washington dc, usa,congress,tycoon,based on play or musical,political satire","Judy Holliday,William Holden,Broderick Crawford,Howard St. John,Frank Otto,Larry Oliver,Barbara Brown,Grandon Rhodes,Claire Carleton,Chet Brandenburg",JudyHolliday WilliamHolden BroderickCrawford HowardSt.John FrankOtto LarryOliver BarbaraBrown GrandonRhodes ClaireCarleton ChetBrandenburg,Comedy Romance Drama washington dc  usa congress tycoon based on play or musical political satire fr JudyHolliday WilliamHolden BroderickCrawford HowardSt.John FrankOtto LarryOliver BarbaraBrown GrandonRhodes ClaireCarleton ChetBrandenburg
9,tt0042279,6.7,1019,Branded,1950,104,Marqué au fer,fr,160783,"A gunfighter takes part in a scheme to bilk a wealthy cattle family out of half a million dollars by pretending to be their son, who was kidnapped as child.",3.953,https://image.tmdb.org/t/p/original/e84Md7wUVzpOHaAPt02i2yUc061.jpg,['US'],"Adventure,Romance,Western",Bande-annonce non trouvée,gunfighter,"Alan Ladd,Mona Freeman,Charles Bickford,Robert Keith,Joseph Calleia,Peter Hansen,Selena Royle,Tom Tully,John Berkes,Milburn Stone",AlanLadd MonaFreeman CharlesBickford RobertKeith JosephCalleia PeterHansen SelenaRoyle TomTully JohnBerkes MilburnStone,Adventure Romance Western gunfighter fr AlanLadd MonaFreeman CharlesBickford RobertKeith JosephCalleia PeterHansen SelenaRoyle TomTully JohnBerkes MilburnStone
10,tt0042285,6.7,1437,Bright Leaf,1950,110,Bright Leaf,en,83116,Two tobacco growers battle for control of the cigarette market.,1.923,https://image.tmdb.org/t/p/original/3zNlVaHbobs4sfo0xK77R15oJJ.jpg,['US'],"Romance,Drama",Bande-annonce non trouvée,tobacco,"Gary Cooper,Lauren Bacall,Patricia Neal,Jack Carson,Donald Crisp,Gladys George,Elizabeth Patterson,Jeff Corey,Taylor Holmes,Thurston Hall,Michael Curtiz",GaryCooper LaurenBacall PatriciaNeal JackCarson DonaldCrisp GladysGeorge ElizabethPatterson JeffCorey TaylorHolmes ThurstonHall MichaelCurtiz,Romance Drama tobacco en GaryCooper LaurenBacall PatriciaNeal JackCarson DonaldCrisp GladysGeorge ElizabethPatterson JeffCorey TaylorHolmes ThurstonHall MichaelCurtiz
11,tt0042286,7.2,9664,Broken Arrow,1950,93,La flèche brisée,fr,37292,"Indian scout Tom Jeffords is sent out to stem the war between the Whites and Apaches in the late 1870s. He learns that the Indians kill only to protect themselves, or out of retaliation for white atrocities.",14.948,https://image.tmdb.org/t/p/original/1gafYQCpDxtfIj7HYBNs4Z3m4oW.jpg,['US'],"Romance,Western,Drama",Bande-annonce non trouvée,"peace,settler,mail","James Stewart,Jeff Chandler,Debra Paget,Basil Ruysdael,Will Geer,Joyce Mackenzie,Arthur Hunnicutt,Robert Adler,Trevor Bardette,Chris Willow Bird,Delmer Daves",JamesStewart JeffChandler DebraPaget BasilRuysdael WillGeer JoyceMackenzie ArthurHunnicutt RobertAdler TrevorBardette ChrisWillowBird DelmerDaves,Romance Western Drama peace settler mail fr JamesStewart JeffChandler DebraPaget BasilRuysdael WillGeer JoyceMackenzie ArthurHunnicutt RobertAdler TrevorBardette ChrisWillowBird DelmerDaves
12,tt0042325,7.4,1233,Champagne for Caesar,1950,99,Champagne for Caesar,en,41084,"When jobless genius Beauregard Bottomley interviews with Burnbridge Waters for a position at Waters' soap company, the owner rudely turns Bottomley down. As revenge, Bottomley enters a TV quiz show that Waters' company sponsors, with the goal of winning until he bankrupts the businessman. When Bottomley keeps acing the questions, becoming a media sensation, Waters desperately calls on vixen Flame O'Neal to uncover Bottomley's area of weakness.",1.771,https://image.tmdb.org/t/p/original/jVigwtKTVb9YnoZ4yi3Je5vx88y.jpg,['US'],"Comedy,Romance",Bande-annonce non trouvée,"parrot,encyclopedia,quiz,revenge,physicist,los angeles, california","Ronald Colman,Celeste Holm,Vincent Price,Barbara Britton,Art Linkletter,Gabriel Heatter,George Fisher,Byron Foulger,Ellye Marshall,Vici Raaf,Richard Whorf",RonaldColman CelesteHolm VincentPrice BarbaraBritton ArtLinkletter GabrielHeatter GeorgeFisher ByronFoulger EllyeMarshall ViciRaaf RichardWhorf,Comedy Romance parrot encyclopedia quiz revenge physicist los angeles  california en RonaldColman CelesteHolm VincentPrice BarbaraBritton ArtLinkletter GabrielHeatter GeorgeFisher ByronFoulger EllyeMarshall ViciRaaf RichardWhorf
13,tt0042352,6.7,1925,Crisis,1950,95,Basra,en,52364,An American doctor gets caught in the middle of a revolution when he's forced to operate on a South American dictator.,1.687,https://image.tmdb.org/t/p/original/9WzagSdW1z9ekz6wH5xpVvYkqJY.jpg,['US'],"Romance,Drama,Thriller,Crime",Bande-annonce non trouvée,"brain tumor,vacation,dictatorship,doctor,brain surgeon","Leon Ames,Cary Grant,José Ferrer,Paula Raymond,Signe Hasso,Ramon Novarro,Gilbert Roland,Lillian Adams,Carlos Barbe,Richard Brooks",LeonAmes CaryGrant JoséFerrer PaulaRaymond SigneHasso RamonNovarro GilbertRoland LillianAdams CarlosBarbe RichardBrooks,Romance Drama Thriller Crime brain tumor vacation dictatorship doctor brain surgeon en LeonAmes CaryGrant JoséFerrer PaulaRaymond SigneHasso RamonNovarro GilbertRoland LillianAdams CarlosBarbe RichardBrooks
14,tt0042367,7.4,4564,Cyrano de Bergerac,1950,113,Cyrano de Bergerac,en,43386,"France, 1640. Cyrano, the charismatic swordsman-poet with the absurd nose, hopelessly loves the beauteous Roxane; she, in turn, confesses to Cyrano her love for the handsome but tongue-tied Christian. The chivalrous Cyrano sets up with Christian an innocent deception, with tragic results.",5.686,https://image.tmdb.org/t/p/original/l4JFOXslwb90opz8xozfIhPke8z.jpg,['US'],"Adventure,Romance,Drama",Bande-annonce non trouvée,"paris, france,poet,nose,based on play or musical,swordsman,unrequited love,17th century","José Ferrer,Mala Powers,William Prince,Morris Carnovsky,Ralph Clanton,Lloyd Corrigan,Virginia Farmer,Edgar Barrier,Elena Verdugo,Albert Cavens,Michael Gordon",JoséFerrer MalaPowers WilliamPrince MorrisCarnovsky RalphClanton LloydCorrigan VirginiaFarmer EdgarBarrier ElenaVerdugo AlbertCavens MichaelGordon,Adventure Romance Drama paris  france poet nose based on play or musical swordsman unrequited love 17th century en JoséFerrer MalaPowers WilliamPrince MorrisCarnovsky RalphClanton LloydCorrigan VirginiaFarmer EdgarBarrier ElenaVerdugo AlbertCavens MichaelGordon
15,tt0042372,6.2,1516,Dallas,1950,94,"Dallas, ville frontière",fr,113921,"After the Civil War, Confederate soldier Blayde Hollister travels to Dallas to avenge the savage murder of his family. Discovering his enemy is now an esteemed citizen, Hollister plots to expose the outlaw and his syndicate.",2.454,https://image.tmdb.org/t/p/original/szVFvCur0ZMpvu2wSICtZKxHmMq.jpg,['US'],"Western,Action",Bande-annonce non trouvée,"dallas texas,wild bill hickok","Gary Cooper,Ruth Roman,Steve Cochran,Raymond Massey,Barbara Payton,Leif Erickson,Antonio Moreno,Jerome Cowan,Reed Hadley,Gil Donaldson",GaryCooper RuthRoman SteveCochran RaymondMassey BarbaraPayton LeifErickson AntonioMoreno JeromeCowan ReedHadley GilDonaldson,Western Action dallas texas wild bill hickok fr GaryCooper RuthRoman SteveCochran RaymondMassey BarbaraPayton LeifErickson AntonioMoreno JeromeCowan ReedHadley GilDonaldson
16,tt0042382,6.5,584,The Daughter of Rosie O'Grady,1950,104,The Daughter of Rosie O'Grady,en,134439,An Irish horsecar driver's daughter meets New York showman Tony Pastor and goes into vaudeville.,1.4,https://image.tmdb.org/t/p/original/xsq5LAmTzJlmmfELyg73je51y9a.jpg,['US'],"Comedy,Musical,Music",Bande-annonce non trouvée,vaudeville,"June Haver,Gordon MacRae,James Barton,S.Z. Sakall,Gene Nelson,Sean McClory,Debbie Reynolds,Marcia Mae Jones,Jane Darwell,Virginia Lee,David Butler",JuneHaver GordonMacRae JamesBarton S.Z.Sakall GeneNelson SeanMcClory DebbieReynolds MarciaMaeJones JaneDarwell VirginiaLee DavidButler,Comedy Musical Music vaudeville en JuneHaver GordonMacRae JamesBarton S.Z.Sakall GeneNelson SeanMcClory DebbieReynolds MarciaMaeJones JaneDarwell VirginiaLee DavidButler
17,tt0042417,6.3,640,Duchess of Idaho,1950,98,Jamais deux sans toi,fr,103927,"Ellen Hallit is in love with her playboy boss, Douglas Morrison, but is too timid to do anything about it. To help her, her roommate Chris decides to step in, and devises a plan. Chris follows Morrison on his trip to Sun Valley, Idaho and plays the overattentive female, hoping that he will send for Ellen (who often played his ""fiancée"" when he had a female he couldn't discourage otherwise.) Complications arise when Chris catches the eye of band leader Dick Layne, and finds herself caught in a triangle between the two men.",1.983,https://image.tmdb.org/t/p/original/d2FgTBql8pWZkQlH0211ds9xkrI.jpg,['US'],"Comedy,Romance,Musical,Music",Bande-annonce non trouvée,"musical,womanizer,swimmer","John Lund,Clinton Sundberg,Paula Raymond,Esther Williams,Van Johnson,Connie Haines,Mel Tormé,Amanda Blake,Tommy Farrell,Sig Arno,Robert Z. Leonard",JohnLund ClintonSundberg PaulaRaymond EstherWilliams VanJohnson ConnieHaines MelTormé AmandaBlake TommyFarrell SigArno RobertZ.Leonard,Comedy Romance Musical Music musical womanizer swimmer fr JohnLund ClintonSundberg PaulaRaymond EstherWilliams VanJohnson ConnieHaines MelTormé AmandaBlake TommyFarrell SigArno RobertZ.Leonard
18,tt0042447,6.5,1491,Fancy Pants,1950,92,Propre à rien!,fr,55441,"An American actor, impersonating an English butler, is hired by a rich woman from New Mexico to refine her husband and headstrong daughter. The complications increase when the town believes the actor/butler to be an earl and President Roosevelt decides to pay a visit.",2.262,https://image.tmdb.org/t/p/original/zGdQJlatFeexcPU82UTSnnq9jns.jpg,['US'],"Comedy,Musical,Western,Music",Bande-annonce non trouvée,"daughter,butler,musical,president,nouveau riche","Bob Hope,Lucille Ball,Bruce Cabot,Jack Kirkwood,Lea Penman,Hugh French,Eric Blore,Joseph Vitale,John Alexander,Norma Varden,George Marshall",BobHope LucilleBall BruceCabot JackKirkwood LeaPenman HughFrench EricBlore JosephVitale JohnAlexander NormaVarden GeorgeMarshall,Comedy Musical Western Music daughter butler musical president nouveau riche fr BobHope LucilleBall BruceCabot JackKirkwood LeaPenman HughFrench EricBlore JosephVitale JohnAlexander NormaVarden GeorgeMarshall
19,tt0042451,7.1,12514,Father of the Bride,1950,92,Le père de la mariée,fr,20758,"Proud father Stanley Banks remembers the day his daughter, Kay, got married. Starting when she announces her engagement through to the wedding itself, we learn of all the surprises and disasters along the way.",8.477,https://image.tmdb.org/t/p/original/sygyqqXq41SBZiYjY8nuQRAcuUv.jpg,['US'],"Comedy,Romance,Family,Drama",Bande-annonce non trouvée,"marriage,engagement","Don Taylor,Taylor Holmes,Spencer Tracy,Joan Bennett,Elizabeth Taylor,Billie Burke,Leo G. Carroll,Moroni Olsen,Melville Cooper,Paul Harvey",DonTaylor TaylorHolmes SpencerTracy JoanBennett ElizabethTaylor BillieBurke LeoG.Carroll MoroniOlsen MelvilleCooper PaulHarvey,Comedy Romance Family Drama marriage engagement fr DonTaylor TaylorHolmes SpencerTracy JoanBennett ElizabethTaylor BillieBurke LeoG.Carroll MoroniOlsen MelvilleCooper PaulHarvey
20,tt0042472,6.4,506,For Heaven's Sake,1950,92,For Heaven's Sake,en,98912,An angel takes on human form in order to persuade a theatrical couple to finally consummate their child that has been waiting to be born.,0.84,https://image.tmdb.org/t/p/original/c9mkQF4uc7PMQmiBUrvJ5oLtG07.jpg,['US'],"Comedy,Drama,Fantasy",Bande-annonce non trouvée,"angel,theater play","Joan Bennett,Clifton Webb,Robert Cummings,Edmund Gwenn,Joan Blondell,Gigi Perreau,Jack La Rue,Harry von Zell,Tommy Rettig,Julie Adams,George Seaton",JoanBennett CliftonWebb RobertCummings EdmundGwenn JoanBlondell GigiPerreau JackLaRue HarryvonZell TommyRettig JulieAdams GeorgeSeaton,Comedy Drama Fantasy angel theater play en JoanBennett CliftonWebb RobertCummings EdmundGwenn JoanBlondell GigiPerreau JackLaRue HarryvonZell TommyRettig JulieAdams GeorgeSeaton
21,tt0042490,7.3,3893,The Furies,1950,109,Les furies,fr,28304,"A New Mexico cattle man and his strong-willed daughter clash over the man's choice for a new bride. Things get worse when the elder man has his daughter's lover hanged. With the help of an old flame, a gambler, the daughter puts into motion a plan to drive her father from his estate.",2.492,https://image.tmdb.org/t/p/original/kVlgoW4LWj8Uxr5fXuFi6qhpzP0.jpg,['US'],"Romance,Western,Drama",Bande-annonce non trouvée,"new mexico,patriarch,squatter,stepmother,cattle,hanging,bankruptcy","Barbara Stanwyck,Gilbert Roland,Wendell Corey,Walter Huston,Judith Anderson,Thomas Gomez,Beulah Bondi,Albert Dekker,John Bromfield,Wallace Ford,Anthony Mann",BarbaraStanwyck GilbertRoland WendellCorey WalterHuston JudithAnderson ThomasGomez BeulahBondi AlbertDekker JohnBromfield WallaceFord AnthonyMann,Romance Western Drama new mexico patriarch squatter stepmother cattle hanging bankruptcy fr BarbaraStanwyck GilbertRoland WendellCorey WalterHuston JudithAnderson ThomasGomez BeulahBondi AlbertDekker JohnBromfield WallaceFord AnthonyMann
22,tt0042522,7.0,818,State Secret,1950,97,Secret d'état,fr,118236,"Visiting in England, an American surgeon Doctor John Marlowe is decoyed to a middle European country, and discovers the operation he is to perform is on the Vosnian dictator. When the latter dies, he is replaced by a look-alike, but Marlowe then becomes the object of a shoot-to-kill, vicious pursuit by the secret police of Vosnia since it is vital to Vosnia that the dictator's death does not become known. Fleeing, he seeks help from an actress, Lisa Robinson, and the two are harried across the countryside.",3.072,https://image.tmdb.org/t/p/original/8WRphRz9yn5nJtV8faSy4PRy0GB.jpg,['GB'],"Romance,Drama,Thriller",Bande-annonce non trouvée,"operation,dictator","Jack Hawkins,Herbert Lom,Douglas Fairbanks Jr.,Glynis Johns,Walter Rilla,Karel Stepanek,Leonard Sachs,Robert Ayres,Howard Douglas,Sidney Gilliat",JackHawkins HerbertLom DouglasFairbanksJr. GlynisJohns WalterRilla KarelStepanek LeonardSachs RobertAyres HowardDouglas SidneyGilliat,Romance Drama Thriller operation dictator fr JackHawkins HerbertLom DouglasFairbanksJr. GlynisJohns WalterRilla KarelStepanek LeonardSachs RobertAyres HowardDouglas SidneyGilliat
23,tt0042542,6.8,760,The Happy Years,1950,110,The Adventures of Young Dink Stover,en,108568,"Based on a collection of stories with the focus on young John Humperkink ""Dink"" Stover, a student at the Lawrenceville Prepatory School, in 1896, whose family, in Eastcester, New York, have just about given up on his education because he is an incorrigible student. He gets into one situation after another and incurs the dislike of his classmates, who think he is cowardly but he changes their opinion when he challenges several of them to a fight. When he returns home for the summer, he meets Miss Dolly Travers and increases his 'hatred of women' because she does not accept his schoolboy pranks. Back at school, in the fall, he is more difficult than ever until his philosophy is changed by a teacher.",0.709,https://image.tmdb.org/t/p/original/g86d09l5VkA3vOe0vM5SspjfSJ5.jpg,['US'],"Comedy,Romance,Family",Bande-annonce non trouvée,"based on novel or book,preparatory school,boys' school,19th century,naughty","Leon Ames,Leo G. Carroll,Dean Stockwell,Darryl Hickman,Scotty Beckett,Margalo Gillmore,Donn Gift,Peter M. Thompson,Jerry Mickelsen,Mason Alan Dinehart,William A. Wellman",LeonAmes LeoG.Carroll DeanStockwell DarrylHickman ScottyBeckett MargaloGillmore DonnGift PeterM.Thompson JerryMickelsen MasonAlanDinehart WilliamA.Wellman,Comedy Romance Family based on novel or book preparatory school boys' school 19th century naughty en LeonAmes LeoG.Carroll DeanStockwell DarrylHickman ScottyBeckett MargaloGillmore DonnGift PeterM.Thompson JerryMickelsen MasonAlanDinehart WilliamA.Wellman
24,tt0042546,7.9,58208,Harvey,1950,104,Harvey,en,11787,"The story of Elwood P. Dowd who makes friends with a spirit taking the form of a human-sized rabbit named Harvey that only he sees (and a few privileged others on occasion also.) After his sister tries to commit him to a mental institution, a comedy of errors ensues. Elwood and Harvey become the catalysts for a family mending its wounds and for romance blossoming in unexpected places.",12.608,https://image.tmdb.org/t/p/original/dgd82hYmpiXDM1G867HqNaWe8wj.jpg,['US'],"Comedy,Drama,Fantasy",Bande-annonce non trouvée,"sanatorium,based on play or musical,imaginary friend,mental institution,black and white,police officer,rabbit,mental illness,screwball comedy,commitment,brother sister relationship","James Stewart,Wallace Ford,William H. Lynn,Victoria Horne,Jesse White,Cecil Kellaway,Charles Drake,Peggy Dow,Josephine Hull,Nana Bryant,Henry Koster",JamesStewart WallaceFord WilliamH.Lynn VictoriaHorne JesseWhite CecilKellaway CharlesDrake PeggyDow JosephineHull NanaBryant HenryKoster,Comedy Drama Fantasy sanatorium based on play or musical imaginary friend mental institution black and white police officer rabbit mental illness screwball comedy commitment brother sister relationship en JamesStewart WallaceFord WilliamH.Lynn VictoriaHorne JesseWhite CecilKellaway CharlesDrake PeggyDow JosephineHull NanaBryant HenryKoster
25,tt0042634,6.4,894,Key to the City,1950,101,La clé sous la porte,fr,150572,"At a mayors convention in San Francisco, ex-longshoreman Steve Fisk meets Clarissa Standish from New England. Fisk is mayor of ""Puget City"" and is proud of his rough and tumble background. Standish is mayor of ""Winona, Maine"", and is equally proud of her education and dedication to the people who elected her. Thrown together, the two opposites attract and their escapades during the convention get each of them in hot water back home. Written by Ron Kerrigan",0.891,https://image.tmdb.org/t/p/original/61Z87n01cx0NLCKqscLiqZdxUsZ.jpg,['US'],"Comedy,Romance",Bande-annonce non trouvée,politician,"George Sidney,Clark Gable,Loretta Young,Frank Morgan,Marilyn Maxwell,Raymond Burr,James Gleason,Lewis Stone,Raymond Walburn,Pamela Britton,Zamah Cunningham",GeorgeSidney ClarkGable LorettaYoung FrankMorgan MarilynMaxwell RaymondBurr JamesGleason LewisStone RaymondWalburn PamelaBritton ZamahCunningham,Comedy Romance politician fr GeorgeSidney ClarkGable LorettaYoung FrankMorgan MarilynMaxwell RaymondBurr JamesGleason LewisStone RaymondWalburn PamelaBritton ZamahCunningham
26,tt0042646,6.8,7001,King Solomon's Mines,1950,103,Les mines du roi Salomon,fr,43388,Adventurer Allan Quartermain leads an expedition into uncharted African territory in an attempt to locate an explorer who went missing during his search for the fabled diamond mines of King Solomon.,7.815,https://image.tmdb.org/t/p/original/s5T4Da7d3f255YRyaWfhMWfoBKK.jpg,['US'],"Adventure,Romance,Action",Bande-annonce non trouvée,"based on novel or book,africa,diamond mine,wildlife,jungle,animal,adventurer,allan quatermain,19th century","Deborah Kerr,Stewart Granger,Richard Carlson,Hugo Haas,Lowell Gilmore,Compton Bennett",DeborahKerr StewartGranger RichardCarlson HugoHaas LowellGilmore ComptonBennett,Adventure Romance Action based on novel or book africa diamond mine wildlife jungle animal adventurer allan quatermain 19th century fr DeborahKerr StewartGranger RichardCarlson HugoHaas LowellGilmore ComptonBennett
