,tconst,averageRating,numVotes,originalTitle,startYear,runtimeMinutes,title,language,tmdb_id,overview,popularity,poster_path,production_countries,genres,teaser_link,Keywords,Actors_names,Actors_names2,mots
162,tt0045621,6.2,717,The Charge at Feather River,1953,95,La charge sur la rivière rouge,fr,169925,A frontier scout leads prisoners on a death mission to save a railroad and rescue two women.,2.756,https://image.tmdb.org/t/p/original/oZlRkKrfFqqahXi2CXpWZqbUmnl.jpg,['US'],Western,Bande-annonce non trouvée,"native american,cavalry","Steve Brodie,Gordon Douglas,Frank Lovejoy,Dick Wesson,Ron Hagerthy,Neville Brand,Onslow Stevens,Fay Roope,Guy Madison,Vera Miles,Helen Westcott",SteveBrodie GordonDouglas FrankLovejoy DickWesson RonHagerthy NevilleBrand OnslowStevens FayRoope GuyMadison VeraMiles HelenWestcott,Western native american cavalry fr SteveBrodie GordonDouglas FrankLovejoy DickWesson RonHagerthy NevilleBrand OnslowStevens FayRoope GuyMadison VeraMiles HelenWestcott
163,tt0045670,6.2,1137,Dangerous When Wet,1953,95,Dangerous When Wet,en,43193,"The health conscious, dairy-farming Higgins family begin each day with an invigorating swim. One day, traveling health-tonic salesman, Windy Weebe, comes to town and suggests they could swim the English Channel. Sponsored by ""Liquapep"" and coached by Windy, the family arrive in Europe. There it is decided that daughter Katie is the only one strong enough to enter the contest. But while she should be focused on the difficult and risky task ahead, Katie is pursed by dashing Frenchman, André Lanet... This comedic musical is well remembered for the scene when Katie dreams she is swimming with cartoon characters Tom & Jerry!",2.506,https://image.tmdb.org/t/p/original/8OOB9zR7ufg8oMP8SosqT7P6wA7.jpg,['US'],"Comedy,Romance,Musical,Music",Bande-annonce non trouvée,"english channel,musical,swimmer,swimming,cartoon cat,cartoon mouse,cheesecake,live action and animation","Jack Carson,Esther Williams,William Demarest,Charles Walters,Donna Corcoran,Barbara Whiting,Fernando Lamas,Denise Darcel,Henri Letondal,Charlotte Greenwood,Bunny Waters",JackCarson EstherWilliams WilliamDemarest CharlesWalters DonnaCorcoran BarbaraWhiting FernandoLamas DeniseDarcel HenriLetondal CharlotteGreenwood BunnyWaters,Comedy Romance Musical Music english channel musical swimmer swimming cartoon cat cartoon mouse cheesecake live action and animation en JackCarson EstherWilliams WilliamDemarest CharlesWalters DonnaCorcoran BarbaraWhiting FernandoLamas DeniseDarcel HenriLetondal CharlotteGreenwood BunnyWaters
164,tt0045680,6.2,512,The Desert Song,1953,110,Le Nouveau Chant du Désert,fr,232034,"Shiek Yousseff, poses as a friend of the French while secretly plotting to overthrow them. Apposing Yousseff are the Riffs, whose secret leader, The Red Shadow, is Paul Bonnard, a professor who is studying the desert, and whose attacks on the supply trains intended for Yousseff keep the Riff villages in food. Foreign Legion General Birabeau arrives to conduct an investigation, accompanied by his daughter, Margot. Birabeau hires Bonnard to tutor her, and she is attracted to a Legionaire captain, Claud Fontaine. While the general, Bonnard and Fontaine pay a visit to Yousseff, an American newspaper man, Benji Kidd, discovers a secret way in and out of Yousseff's palace, with the aid of Azuri, a dancing girl in love with Bonnard. The latter is forced to resume his role as the Riffs leader, and kidnap Margot until he can convince her of Yousseff's treachery. But Yousseff's men attack the Riff camp and take Margot prisoner.",1.232,https://image.tmdb.org/t/p/original/qVr3tSz18s1FOWRxDlZmsBBAPqV.jpg,['US'],"Romance,Musical,Music",Bande-annonce non trouvée,"foreign legion,morocco,musical,sheik,arab","Ray Collins,Steve Cochran,Raymond Massey,Gordon MacRae,Dick Wesson,Paul Picerni,H. Bruce Humberstone,Kathryn Grayson,Allyn Ann McLerie,Frank DeKova,William Conrad",RayCollins SteveCochran RaymondMassey GordonMacRae DickWesson PaulPicerni H.BruceHumberstone KathrynGrayson AllynAnnMcLerie FrankDeKova WilliamConrad,Romance Musical Music foreign legion morocco musical sheik arab fr RayCollins SteveCochran RaymondMassey GordonMacRae DickWesson PaulPicerni H.BruceHumberstone KathrynGrayson AllynAnnMcLerie FrankDeKova WilliamConrad
165,tt0045718,6.2,806,Easy to Love,1953,96,Easy to Love,en,43343,Two men vie for the heart of a Cypress Gardens swimming star.,1.918,https://image.tmdb.org/t/p/original/dp2KF3q8nCyXEJx6WcbdXqofbF3.jpg,['US'],"Comedy,Romance,Musical,Music",Bande-annonce non trouvée,"musical,water skiing","Esther Williams,Van Johnson,John Bromfield,Charles Walters,Tony Martin,Edna Skinner,King Donovan,Paul Bryar,Carroll Baker,Eddie Oliver,Peter Adams",EstherWilliams VanJohnson JohnBromfield CharlesWalters TonyMartin EdnaSkinner KingDonovan PaulBryar CarrollBaker EddieOliver PeterAdams,Comedy Romance Musical Music musical water skiing en EstherWilliams VanJohnson JohnBromfield CharlesWalters TonyMartin EdnaSkinner KingDonovan PaulBryar CarrollBaker EddieOliver PeterAdams
166,tt0045737,6.6,3133,Escape from Fort Bravo,1953,99,Escape from Fort Bravo,en,83099,A Southern belle frees a Rebel officer and his men from a Union captain's Arizona fort.,6.11,https://image.tmdb.org/t/p/original/dWOpEeHS7ACISCdKE2k0N12zZyO.jpg,['US'],"Romance,Western,Drama",Bande-annonce non trouvée,"escape,cavalry,confederate,american civil war","William Holden,William Demarest,Eleanor Parker,William Campbell,Polly Bergen,Richard Anderson,Carl Benton Reid,John Forsythe,John Lupton,Carl Andre,John Sturges",WilliamHolden WilliamDemarest EleanorParker WilliamCampbell PollyBergen RichardAnderson CarlBentonReid JohnForsythe JohnLupton CarlAndre JohnSturges,Romance Western Drama escape cavalry confederate american civil war en WilliamHolden WilliamDemarest EleanorParker WilliamCampbell PollyBergen RichardAnderson CarlBentonReid JohnForsythe JohnLupton CarlAndre JohnSturges
167,tt0045782,6.6,628,Forever Female,1953,93,Forever Female,en,148766,An aging actress has a hard time admitting she is too old to play the ingenue role anymore.,1.96,https://image.tmdb.org/t/p/original/wsb3i9vgh0yFRIMktKtvIFdEmdX.jpg,['US'],Comedy,Bande-annonce non trouvée,"playwright,actress","William Holden,Jesse White,James Gleason,Paul Douglas,Ginger Rogers,King Donovan,Marjorie Rambeau,George Reeves,Vic Perrin,Russell Gaige",WilliamHolden JesseWhite JamesGleason PaulDouglas GingerRogers KingDonovan MarjorieRambeau GeorgeReeves VicPerrin RussellGaige,Comedy playwright actress en WilliamHolden JesseWhite JamesGleason PaulDouglas GingerRogers KingDonovan MarjorieRambeau GeorgeReeves VicPerrin RussellGaige
168,tt0045793,7.6,50769,From Here to Eternity,1953,118,From Here to Eternity,en,11426,"In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",11.505,https://image.tmdb.org/t/p/original/mJFzGDs8OMyXotbunp800D9SID0.jpg,['US'],"Romance,Drama,War",https://www.youtube.com/watch?v=KNBmo3I1YEU,"beach,based on novel or book,hawaii,world war ii,harassment,pearl harbor,military base,black and white,bombing,extramarital affair,military life,army base,1940s,boxing,army bugler","Deborah Kerr,Burt Lancaster,Harry Bellaver,Montgomery Clift,Philip Ober,Mickey Shaughnessy,Donna Reed,Frank Sinatra,Ernest Borgnine,Jack Warden,Fred Zinnemann",DeborahKerr BurtLancaster HarryBellaver MontgomeryClift PhilipOber MickeyShaughnessy DonnaReed FrankSinatra ErnestBorgnine JackWarden FredZinnemann,Romance Drama War beach based on novel or book hawaii world war ii harassment pearl harbor military base black and white bombing extramarital affair military life army base 1940s boxing army bugler en DeborahKerr BurtLancaster HarryBellaver MontgomeryClift PhilipOber MickeyShaughnessy DonnaReed FrankSinatra ErnestBorgnine JackWarden FredZinnemann
169,tt0045810,7.1,42956,Gentlemen Prefer Blondes,1953,91,Gentlemen Prefer Blondes,en,759,"Lorelei Lee is a beautiful showgirl engaged to be married to the wealthy Gus Esmond, much to the disapproval of Gus' rich father, Esmond Sr., who thinks that Lorelei is just after his money. When Lorelei goes on a cruise accompanied only by her best friend, Dorothy Shaw, Esmond Sr. hires Ernie Malone, a private detective, to follow her and report any questionable behavior that would disqualify her from the marriage.",13.432,https://image.tmdb.org/t/p/original/fDozhst5HVJJcd3BM8ZOsKniO7Q.jpg,['US'],"Comedy,Romance,Musical,Music",https://www.youtube.com/watch?v=14lt4ahC-zU,"robbery,paris, france,diamond,parent child relationship,jewelry,revue girls,double wedding,musical,millionaire,showgirl,gold digger,sea cruise,1950s,dumb blonde","Taylor Holmes,Norma Varden,Charles Coburn,Howard Hawks,Marilyn Monroe,Marcel Dalio,George Winslow,Jane Russell,Howard Wendell,Elliott Reid,Tommy Noonan",TaylorHolmes NormaVarden CharlesCoburn HowardHawks MarilynMonroe MarcelDalio GeorgeWinslow JaneRussell HowardWendell ElliottReid TommyNoonan,Comedy Romance Musical Music robbery paris  france diamond parent child relationship jewelry revue girls double wedding musical millionaire showgirl gold digger sea cruise 1950s dumb blonde en TaylorHolmes NormaVarden CharlesCoburn HowardHawks MarilynMonroe MarcelDalio GeorgeWinslow JaneRussell HowardWendell ElliottReid TommyNoonan
170,tt0045886,6.8,3723,Houdini,1953,106,Houdini le grand magicien,fr,43192,"By the early 1900s, the extraordinary Houdini earned an international reputation for his theatrical tricks and daring feats of extrication from shackles, ropes, handcuffs and... Scotland Yard's jails.",5.456,https://image.tmdb.org/t/p/original/9Qz3v7IgaGrSmYfMGyPAPbEJvnV.jpg,['US'],"Biography,History,Drama,Romance",https://www.youtube.com/watch?v=k6Bv2nCNDMI,"drowning,escape,magic,magic show,tricks,biography,houdini","George Marshall,Connie Gilchrist,Janet Leigh,Angela Clarke,Torin Thatcher,Ian Wolfe,Malcolm Lee Beggs,Tony Curtis,Stefan Schnabel,Sig Ruman,Michael Pate",GeorgeMarshall ConnieGilchrist JanetLeigh AngelaClarke TorinThatcher IanWolfe MalcolmLeeBeggs TonyCurtis StefanSchnabel SigRuman MichaelPate,Biography History Drama Romance drowning escape magic magic show tricks biography houdini fr GeorgeMarshall ConnieGilchrist JanetLeigh AngelaClarke TorinThatcher IanWolfe MalcolmLeeBeggs TonyCurtis StefanSchnabel SigRuman MichaelPate
171,tt0045891,6.8,24868,How to Marry a Millionaire,1953,95,Comment épouser un millionnaire,fr,10297,"Three women set out to find eligible millionaires to marry, but find true love in the process.",12.234,https://image.tmdb.org/t/p/original/dFwefYyEOOZaWVn15xGY6CbYYJ2.jpg,['US'],"Comedy,Romance,Drama",Bande-annonce non trouvée,"luxury,mannequin,musical","Lauren Bacall,Robert Adler,Betty Grable,David Wayne,Rory Calhoun,Fred Clark,Marilyn Monroe,Cameron Mitchell,Alexander D'Arcy,William Powell,Jean Negulesco",LaurenBacall RobertAdler BettyGrable DavidWayne RoryCalhoun FredClark MarilynMonroe CameronMitchell AlexanderD'Arcy WilliamPowell JeanNegulesco,Comedy Romance Drama luxury mannequin musical fr LaurenBacall RobertAdler BettyGrable DavidWayne RoryCalhoun FredClark MarilynMonroe CameronMitchell AlexanderD'Arcy WilliamPowell JeanNegulesco
172,tt0045897,7.2,23226,I Confess,1953,95,La loi du silence,fr,30159,"Unable, due to the seal of the confessional, to be forthcoming with information that would serve to clear himself during a murder investigation, a priest becomes the prime suspect.",13.122,https://image.tmdb.org/t/p/original/5IYyJetEctAypFYIffqx55PXTPT.jpg,['US'],"Drama,Thriller,Crime",https://www.youtube.com/watch?v=2n4lgTjCy_Q,"police,confession,blackmail,suspicion of murder,quebec,flashback,film noir,murder,caretaker,priest,lawyer,church,housekeeper,catholic,gardener,married woman,murder investigation,blackmailer,murder trial,crisis of conscience,innocent suspect,rectory,seal of confessional","Alfred Hitchcock,Anne Baxter,Montgomery Clift,Karl Malden,Brian Aherne,O.E. Hasse,Roger Dann,Dolly Haas,Charles Andre,Nan Boardman,Henry Corden",AlfredHitchcock AnneBaxter MontgomeryClift KarlMalden BrianAherne O.E.Hasse RogerDann DollyHaas CharlesAndre NanBoardman HenryCorden,Drama Thriller Crime police confession blackmail suspicion of murder quebec flashback film noir murder caretaker priest lawyer church housekeeper catholic gardener married woman murder investigation blackmailer murder trial crisis of conscience innocent suspect rectory seal of confessional fr AlfredHitchcock AnneBaxter MontgomeryClift KarlMalden BrianAherne O.E.Hasse RogerDann DollyHaas CharlesAndre NanBoardman HenryCorden
173,tt0045963,7.0,6790,Kiss Me Kate,1953,109,"Embrasse-moi, chérie",fr,34857,"Fred and Lilli are a divorced pair of actors who are brought together by Cole Porter who has written a musical version of The Taming of the Shrew. Of course, the couple seem to act a great deal like the characters they play. A fight on the opening night threatens the production, as well as two thugs who have the mistaken idea that Fred owes their boss money and insist on staying next to him all night.",5.647,https://image.tmdb.org/t/p/original/phJTfsjxxi0a6ibYQ7SCACoTXDC.jpg,['US'],"Comedy,Romance,Musical,Music",Bande-annonce non trouvée,"musical,based on play or musical,spanking,shakespeare in modern dress,broadway show","Howard Keel,Keenan Wynn,George Sidney,James Whitmore,Kathryn Grayson,Kurt Kasznar,Ann Miller,Bobby Van,Tommy Rall,Bob Fosse,Ron Randell",HowardKeel KeenanWynn GeorgeSidney JamesWhitmore KathrynGrayson KurtKasznar AnnMiller BobbyVan TommyRall BobFosse RonRandell,Comedy Romance Musical Music musical based on play or musical spanking shakespeare in modern dress broadway show fr HowardKeel KeenanWynn GeorgeSidney JamesWhitmore KathrynGrayson KurtKasznar AnnMiller BobbyVan TommyRall BobFosse RonRandell
174,tt0046006,7.1,548,The Kidnappers,1953,93,The Little Kidnappers,en,47675,"After losing their father in the Boer War, orphaned brothers Harry and Davy must leave their home in Scotland to live with their grandmother and cantankerous grandfather in Nova Scotia. The boys want nothing more than a pet dog, but their grandfather refuses to get them one. Then, when the brothers find an abandoned baby, they decide to keep it – but the foundling may not have been abandoned after all.",1.491,https://image.tmdb.org/t/p/original/h41LckzO44zql6ZnIE2ErAbVTVB.jpg,['GB'],"Family,Romance,Drama,Comedy",Bande-annonce non trouvée,"baby,kidnapping,nova scotia, canada,child kidnapping,child protagonist,1900s,grandfather grandson relationship,brothers","Theodore Bikel,Adrienne Corri,Francis De Wolff,Philip Leacock,Jon Whiteley,Vincent Winter,Duncan Macrae,Jean Anderson,John Rae,Jack Stewart",TheodoreBikel AdrienneCorri FrancisDeWolff PhilipLeacock JonWhiteley VincentWinter DuncanMacrae JeanAnderson JohnRae JackStewart,Family Romance Drama Comedy baby kidnapping nova scotia  canada child kidnapping child protagonist 1900s grandfather grandson relationship brothers en TheodoreBikel AdrienneCorri FrancisDeWolff PhilipLeacock JonWhiteley VincentWinter DuncanMacrae JeanAnderson JohnRae JackStewart
175,tt0046022,7.9,11097,Madame de...,1953,105,The Earrings of Madame De...,en,27030,"In France of the late 19th century, the wife of a wealthy general, the Countess Louise, sells the earrings her husband gave her on their wedding day to pay off debts; she claims to have lost them. Her husband quickly learns of the deceit, which is the beginning of many tragic misunderstandings, all involving the earrings, the general, the countess, & her new lover, the Italian Baron Donati.",6.624,https://image.tmdb.org/t/p/original/hBhpZjOA1G99FXdENq0zUwEEcR3.jpg,"['FR', 'IT']","Romance,History,Drama",Bande-annonce non trouvée,"italian,countess,debt,earring,19th century","Mireille Perrey,Danielle Darrieux,Max Ophüls,Vittorio De Sica,Charles Boyer,Jean Debucourt,Jean Galland,Paul Azaïs,Hubert Noël,Lia Di Leo",MireillePerrey DanielleDarrieux MaxOphüls VittorioDeSica CharlesBoyer JeanDebucourt JeanGalland PaulAzaïs HubertNoël LiaDiLeo,Romance History Drama italian countess debt earring 19th century en MireillePerrey DanielleDarrieux MaxOphüls VittorioDeSica CharlesBoyer JeanDebucourt JeanGalland PaulAzaïs HubertNoël LiaDiLeo
176,tt0046040,7.2,1831,Man on a Tightrope,1953,105,International Incident,en,99898,"Elia Kazan's 1953 film stars Fredric March as the owner of an impoverished circus in Communist-ruled Czechoslovokia who plots to flee across the border to freedom, taking his entire troupe of performers and wild animals with him. The cast also includes Gloria Grahame, Terry Moore, Cameron Mitchell, Richard Boone and Adolphe Menjou.",2.386,https://image.tmdb.org/t/p/original/alW4hvzjGgdq74ZW4zoQNFA8OEh.jpg,['US'],"Drama,Thriller",Bande-annonce non trouvée,"czech,circus,black and white,defection,communism","Adolphe Menjou,Gloria Grahame,Terry Moore,Cameron Mitchell,Alexander D'Arcy,Fredric March,Robert Beatty,Richard Boone,Pat Henning,Paul Hartman,Elia Kazan",AdolpheMenjou GloriaGrahame TerryMoore CameronMitchell AlexanderD'Arcy FredricMarch RobertBeatty RichardBoone PatHenning PaulHartman EliaKazan,Drama Thriller czech circus black and white defection communism en AdolpheMenjou GloriaGrahame TerryMoore CameronMitchell AlexanderD'Arcy FredricMarch RobertBeatty RichardBoone PatHenning PaulHartman EliaKazan
177,tt0046072,6.8,4192,The Million Pound Note,1954,90,L'homme au million,fr,34000,"An impoverished American sailor is fortunate enough to be passing the house of two rich gentlemen who have conceived the crazy idea of distributing a note worth one million pounds. The sailor finds that whenever he tries to use the note to buy something, people treat him like a king and let him have whatever he likes for free. Ultimately, the money proves to be more troublesome than it is worth when it almost costs him his dignity and the woman he loves.",6.665,https://image.tmdb.org/t/p/original/vB5bI215fOPg3rDkOwP1aS4Z2R.jpg,['GB'],"Comedy,Romance",Bande-annonce non trouvée,"money,american,penniless","Joyce Grenfell,A.E. Matthews,Ronald Squire,Gregory Peck,John Slater,Jane Griffiths,Maurice Denham,Reginald Beckwith,Brian Oulton,Wilbur Evans,Ronald Neame",JoyceGrenfell A.E.Matthews RonaldSquire GregoryPeck JohnSlater JaneGriffiths MauriceDenham ReginaldBeckwith BrianOulton WilburEvans RonaldNeame,Comedy Romance money american penniless fr JoyceGrenfell A.E.Matthews RonaldSquire GregoryPeck JohnSlater JaneGriffiths MauriceDenham ReginaldBeckwith BrianOulton WilburEvans RonaldNeame
178,tt0046080,6.7,833,The Mississippi Gambler,1953,99,Le gentilhomme de la Louisiane,fr,189885,"Mark Fallon, with partner Kansas John Polly, tries to introduce honest gambling on the riverboats. His first success makes enemies of the crooked gamblers and of fair Angelique Dureau, whose necklace he won. Later in New Orleans, Mark befriends Angelique's father, but she still affects to despise him as his gambling career brings him wealth. Duelling, tragedy, and romantic complications follow.",2.639,https://image.tmdb.org/t/p/original/rHuNEGdPgULPkaVsXRMgYnyAf9G.jpg,['US'],"Romance,Western",Bande-annonce non trouvée,"gambling,new orleans, louisiana,riverboat","John McIntire,Robert Warwick,Tyrone Power,Julie Adams,Piper Laurie,Ralph Dumke,William Reynolds,Ron Randell,Paul Cavanagh,John Baer",JohnMcIntire RobertWarwick TyronePower JulieAdams PiperLaurie RalphDumke WilliamReynolds RonRandell PaulCavanagh JohnBaer,Romance Western gambling new orleans  louisiana riverboat fr JohnMcIntire RobertWarwick TyronePower JulieAdams PiperLaurie RalphDumke WilliamReynolds RonRandell PaulCavanagh JohnBaer
179,tt0046085,6.6,9164,Mogambo,1953,116,Mogambo,fr,25009,"Victor Marswell runs a big game trapping company in Kenya. Eloise Kelly is ditched there, and an immediate attraction happens between them. Then Mr. and Mrs. Nordley show up for their gorilla documenting safari. Mrs. Nordley is not infatuated with her husband any more, and takes a liking to Marswell. The two men and two women have some difficulty arranging these emotions to their mutual satisfaction, but eventually succeed.",10.35,https://image.tmdb.org/t/p/original/sKc2pZhmTz3xfItLAci44vCTrYx.jpg,['US'],"Adventure,Romance,Drama",Bande-annonce non trouvée,"human vs nature,gorilla,safari,man between two women,sexual tension,kenya,tension,african bush,unhappy marriage,big game hunter,zoo animals,jungle adventure,african safari,beautiful women","Clark Gable,John Ford,Grace Kelly,Ava Gardner,Donald Sinden,Philip Stainton,Eric Pohlmann,Laurence Naismith,Denis O'Dea",ClarkGable JohnFord GraceKelly AvaGardner DonaldSinden PhilipStainton EricPohlmann LaurenceNaismith DenisO'Dea,Adventure Romance Drama human vs nature gorilla safari man between two women sexual tension kenya tension african bush unhappy marriage big game hunter zoo animals jungle adventure african safari beautiful women fr ClarkGable JohnFord GraceKelly AvaGardner DonaldSinden PhilipStainton EricPohlmann LaurenceNaismith DenisO'Dea
180,tt0046087,6.1,916,Money from Home,1953,100,Money from Home,en,53581,"Herman owes a lot of gambling debts. To pay them off, he promises the mob he'll fix a horse, so that it does not run. He intends to trick his animal-loving cousin Virgil, an apprentice veterinarian, into helping him. Of course, he doesn't tell Virgil what he is really up to. Mistaken identities are assumed, while along the way, Virgil meets a female vet and Herman falls for the owner of the horse.",4.077,https://image.tmdb.org/t/p/original/pokwiDJO8U2DjfNcDaQIA4QeRTG.jpg,['US'],"Comedy,Romance,Musical,Music",Bande-annonce non trouvée,"horse,musical,jockey","George Marshall,Dean Martin,Jerry Lewis,Robert Strauss,Marjie Millar,Pat Crowley,Richard Haydn,Gerald Mohr,Sheldon Leonard,Romo Vincent,Jack Kruschen",GeorgeMarshall DeanMartin JerryLewis RobertStrauss MarjieMillar PatCrowley RichardHaydn GeraldMohr SheldonLeonard RomoVincent JackKruschen,Comedy Romance Musical Music horse musical jockey en GeorgeMarshall DeanMartin JerryLewis RobertStrauss MarjieMillar PatCrowley RichardHaydn GeraldMohr SheldonLeonard RomoVincent JackKruschen
181,tt0046094,6.7,2514,The Moon Is Blue,1953,99,La lune était bleue,fr,71839,"Two aging playboys are both after the same attractive young woman, but she fends them off by claiming that she plans to remain a virgin until her wedding night. Both men determine to find a way around her objections.",4.557,https://image.tmdb.org/t/p/original/wKwmMM7gBFloF13EapN6XXpQlFE.jpg,['US'],"Comedy,Romance",Bande-annonce non trouvée,"virgin,condemned by legion of decency","William Holden,Tom Tully,Fortunio Bonanova,David Niven,Gregory Ratoff,Dawn Addams,Maggie McNamara,Johannes Heesters,Hardy Krüger,Johanna Matz,Otto Preminger",WilliamHolden TomTully FortunioBonanova DavidNiven GregoryRatoff DawnAddams MaggieMcNamara JohannesHeesters HardyKrüger JohannaMatz OttoPreminger,Comedy Romance virgin condemned by legion of decency fr WilliamHolden TomTully FortunioBonanova DavidNiven GregoryRatoff DawnAddams MaggieMcNamara JohannesHeesters HardyKrüger JohannaMatz OttoPreminger
182,tt0046124,6.2,901,Never Let Me Go,1953,94,Never Let Me Go,en,47303,An American reporter falls in love with a Russian ballet dancer.,2.249,https://image.tmdb.org/t/p/original/7dAskDwNCgTidzzsfpPJ4eUll81.jpg,['GB'],"Adventure,Romance,Drama,Thriller",Bande-annonce non trouvée,"based on novel or book,cold war,ballet,newspaper reporter,moscow, russia,ballerina,bolshoi ballet","Delmer Daves,Karel Stepanek,Clark Gable,Theodore Bikel,Gene Tierney,Richard Haydn,Bernard Miles,Belita,Kenneth More,Frederick Valk",DelmerDaves KarelStepanek ClarkGable TheodoreBikel GeneTierney RichardHaydn BernardMiles Belita KennethMore FrederickValk,Adventure Romance Drama Thriller based on novel or book cold war ballet newspaper reporter moscow  russia ballerina bolshoi ballet en DelmerDaves KarelStepanek ClarkGable TheodoreBikel GeneTierney RichardHaydn BernardMiles Belita KennethMore FrederickValk
183,tt0046126,7.0,19716,Niagara,1953,92,Niagara,fr,19997,"Rose Loomis and her older, gloomier husband, George, are vacationing at a cabin in Niagara Falls, N.Y. The couple befriend Polly and Ray Cutler, who are honeymooning in the area. Polly begins to suspect that something is amiss between Rose and George, and her suspicions grow when she sees Rose in the arms of another man. While Ray initially thinks Polly is overreacting, things between George and Rose soon take a shockingly dark turn.",9.826,https://image.tmdb.org/t/p/original/m9ftjuwaaKHR4iv5SgMpXA5pIGN.jpg,['US'],"Film-Noir,Thriller",Bande-annonce non trouvée,"infidelity,husband wife relationship,clock tower,honeymoon,self-defense,postcard,morgue,delirium,niagara falls,waterfall,film noir,murder,tour guide,fear,pursuit,screaming,unconsciousness,adulteress,unfaithful wife","Joseph Cotten,Will Wright,Don Wilson,Marilyn Monroe,Jean Peters,Lurene Tuttle,Max Showalter,Denis O'Dea,Richard Allan,Russell Collins",JosephCotten WillWright DonWilson MarilynMonroe JeanPeters LureneTuttle MaxShowalter DenisO'Dea RichardAllan RussellCollins,Film-Noir Thriller infidelity husband wife relationship clock tower honeymoon self-defense postcard morgue delirium niagara falls waterfall film noir murder tour guide fear pursuit screaming unconsciousness adulteress unfaithful wife fr JosephCotten WillWright DonWilson MarilynMonroe JeanPeters LureneTuttle MaxShowalter DenisO'Dea RichardAllan RussellCollins
184,tt0046149,7.2,904,Les orgueilleux,1953,103,Les orgueilleux,fr,65283,"The first to die in an epidemic of meningitis in Vera Cruz is a French tourist. His wife Nellie, detached and indifferent, feels little grief and realizes that her coldness is her own doom. Over the next two days, she is attracted to George, a local drunk who does odd jobs for brothels and dances grotesquely for tourists in exchange for drinks. George has his own dark secret, a tragedy he caused that leaves him with a death wish. In assisting the local doctor to cope with the epidemic, these two emotional cripples enable each other to rediscover reasons to live and to love.",1.4,https://image.tmdb.org/t/p/original/ewUAVg0hCxWVaedGcV6mWY93sJh.jpg,"['FR', 'MX']","Romance,Drama",Bande-annonce non trouvée,"husband wife relationship,heatwave","Gérard Philipe,Michèle Morgan,Víctor Manuel Mendoza,Carlos López Moctezuma,Michèle Cordoue,Arturo Soto Rangel,Josefina Escobedo,Jaime Fernández,Chel López,Yves Allégret",GérardPhilipe MichèleMorgan VíctorManuelMendoza CarlosLópezMoctezuma MichèleCordoue ArturoSotoRangel JosefinaEscobedo JaimeFernández ChelLópez YvesAllégret,Romance Drama husband wife relationship heatwave fr GérardPhilipe MichèleMorgan VíctorManuelMendoza CarlosLópezMoctezuma MichèleCordoue ArturoSotoRangel JosefinaEscobedo JaimeFernández ChelLópez YvesAllégret
185,tt0046239,6.1,1086,"Ride, Vaquero!",1953,90,"Ride, Vaquero!",en,46193,Ranchers in New Mexico have to face Indians and bandits.,2.456,https://image.tmdb.org/t/p/original/eknn684FhYRwIuZynr2KtncjY4E.jpg,['US'],"Romance,Western",Bande-annonce non trouvée,new mexico,"Robert Taylor,Howard Keel,Ted de Corsia,Jack Elam,Ava Gardner,Kurt Kasznar,John Farrow,Anthony Quinn,Charlita,Walter Baldwin,Joe Dominguez",RobertTaylor HowardKeel TeddeCorsia JackElam AvaGardner KurtKasznar JohnFarrow AnthonyQuinn Charlita WalterBaldwin JoeDominguez,Romance Western new mexico en RobertTaylor HowardKeel TeddeCorsia JackElam AvaGardner KurtKasznar JohnFarrow AnthonyQuinn Charlita WalterBaldwin JoeDominguez
186,tt0046247,6.7,11717,The Robe,1953,135,La tunique,fr,29912,"Marcellus is a tribune in the time of Christ. He is in charge of the group that is assigned to crucify Jesus. Drunk, he wins Jesus' homespun robe after the crucifixion. He is tormented by nightmares and delusions after the event. Hoping to find a way to live with what he has done, and still not believing in Jesus, he returns to Palestine to try and learn what he can of the man he killed.",13.592,https://image.tmdb.org/t/p/original/qFYZNGzftIM8dqGMJBToGraAFJp.jpg,['US'],"Romance,History,Drama",Bande-annonce non trouvée,"epic,palestine,roman empire,christianity,crucifixion,bible,ancient rome,slave auction,robe,slave,guilt,1st century,caligula,christian film","Michael Rennie,Henry Koster,Dean Jagger,Torin Thatcher,Victor Mature,Richard Burton,Jean Simmons,Betta St. John,Richard Boone,Jay Robinson,Jeff Morrow",MichaelRennie HenryKoster DeanJagger TorinThatcher VictorMature RichardBurton JeanSimmons BettaSt.John RichardBoone JayRobinson JeffMorrow,Romance History Drama epic palestine roman empire christianity crucifixion bible ancient rome slave auction robe slave guilt 1st century caligula christian film fr MichaelRennie HenryKoster DeanJagger TorinThatcher VictorMature RichardBurton JeanSimmons BettaSt.John RichardBoone JayRobinson JeffMorrow
